OBJECTID_1	OBJECTID	Shape_Leng	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_12	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12_13	OBJECTID_12_13_14	Shape_Leng_1	ORIG_FID_1	RASTERVALU	X	Y
181	183	48.90976097	181	18.93798586	59.49548167	281.681358	435	2	181	772882.8734	435	181	187	22.51789274	181	-1890	-5936042.5	1024278.875
182	184	78.4260587	182	29.0946704	91.40369578	664.8407769	494	2	182	772953.0372	494	182	188	25.30364411	182	-1927	-5936028	1024508.563
183	185	132.4577112	183	45.62648414	143.3401388	1635.030194	499	2	183	772956.5072	499	183	189	14.68954695	183	-1890	-5936032.5	1024501.563
184	186	35.28071865	184	13.86860934	43.56949187	151.0619637	509	2	184	772962.7505	509	184	190	18.08918701	184	-1927	-5936033.5	1024516.813
185	187	54.0526196	185	24.81554608	77.9601925	483.6552893	521	2	185	772972.191	521	185	191	30.38542785	185	-1927	-5936040.5	1024529.688
186	188	129.7507183	186	54.41897474	170.9620165	2325.891219	497	2	186	772956.0803	497	186	192	19.36448143	186	-1947	-5936015	1024548.75
187	189	39.27288812	187	12.5010305	39.27284486	122.736818	517	2	187	772970.09	517	187	193	5.642767993	187	-1927	-5936025	1024554.688
188	190	102.6264119	188	39.68645879	124.6788168	1237.016466	487	2	188	772944.9882	487	188	194	24.73837949	188	-1947	-5936013.5	1024524.188
189	191	24.19477672	189	9.609890276	30.19007708	72.5301507	496	2	189	772954.9134	496	189	195	16.01493997	189	-1927	-5936020	1024530.125
190	192	30.28653919	190	12.01816864	37.75628883	113.4406576	504	2	190	772961.1791	504	190	196	10.72235833	190	-1927	-5936024.5	1024533.75
191	193	18.43070204	191	7.113014597	22.34614855	39.73703867	522	2	191	772972.7329	522	191	197	7.162091462	191	-1927	-5936042	1024517.438
192	194	29.25380154	192	12.98915878	40.80677529	132.5118414	454	2	192	772913.8591	454	192	198	24.26913518	192	-1947	-5935965.5	1024565.5
193	195	63.30800939	193	24.19287071	76.00392275	459.6869256	204	2	193	772526.7435	204	193	199	145.9072216	193	-1975	-5935554	1024645.375
194	196	27.96586149	194	10.75759861	33.79568297	90.88926489	232	2	194	772568.4847	232	194	200	167.3429975	194	-1947	-5935572	1024721.75
195	197	27.66854298	195	8.807245945	27.66850069	60.92020949	364	2	195	772796.139	364	195	201	97.68970047	195	-1947	-5935801.5	1024709.188
196	198	119.1302777	196	43.8861918	137.8722494	1512.668831	505	2	196	772961.7621	505	196	202	138.9177338	196	-1947	-5935969	1024738.625
197	199	37.86784997	197	14.5522	45.71708461	166.3210397	371	2	197	772804.5635	371	197	204	34.02589374	197	-1947	-5935834.5	1024619.563
198	200	34.4088966	198	15.67810118	49.25420378	193.0530831	327	2	198	772759.058	327	198	205	35.26570069	198	-1947	-5935802	1024574.25
199	201	47.49240972	199	19.5128921	61.30158329	299.0429161	345	2	199	772776.9609	345	199	206	17.60550534	199	-1947	-5935821	1024569.313
200	202	124.5710914	200	42.44363153	133.3406226	1414.865293	336	2	200	772770.2727	336	200	207	30.01187575	200	-1947	-5935817.5	1024560.688
201	203	231.4718703	201	72.25432043	226.9936139	4100.316817	358	2	201	772792.4626	358	201	208	20.30930947	201	-1947	-5935820	1024616.938
202	204	18.61922418	202	5.926792599	18.61975721	27.58914004	363	2	202	772795.5842	363	202	209	23.69316334	202	-1947	-5935828	1024604
203	205	39.95003917	203	17.92912317	56.32624301	252.4711191	330	2	203	772762.9916	330	203	210	16.70939843	203	-1947	-5935789.5	1024612.938
204	206	185.9385741	204	59.64158115	187.3698244	2793.76219	296	2	204	772676.2423	296	204	211	71.07969029	204	-1947	-5935712.5	1024604
205	207	152.0382507	205	60.71012655	190.7264042	2894.754767	383	2	205	772820.4921	383	205	212	59.52457969	205	-1947	-5935888	1024521
206	208	37.11791359	206	14.52660731	45.636974	165.7386576	367	2	206	772799.7245	367	206	213	76.9996046	206	-1928	-5935882.5	1024495.563
207	209	30.93631835	207	12.88322308	40.47376648	130.3579071	352	2	207	772782.1682	352	207	214	50.60364389	207	-1947	-5935851	1024519.375
208	210	31.87701424	208	12.14662743	38.15998349	115.8794679	339	2	208	772772.1413	339	208	215	20.1387492	208	-1928	-5935847	1024489.938
209	211	20.06152345	209	8.28275356	26.02086948	53.88076391	370	2	209	772804.065	370	209	216	37.21539581	209	-1947	-5935870.5	1024519.875
210	212	167.0530402	210	64.6987604	203.2569606	3287.615279	328	2	210	772759.3872	328	210	217	17.98172507	210	-1947	-5935817.5	1024530.875
211	213	38.65999765	211	12.30595247	38.66058851	118.9397599	338	2	211	772771.8562	338	211	218	14.97495263	211	-1947	-5935831	1024527.188
212	214	28.69291495	212	12.84256825	40.34621782	129.5375842	344	2	212	772776.0794	344	212	219	16.11443023	212	-1947	-5935836.5	1024525.438
213	215	105.7595684	213	37.41689507	117.548344	1099.570719	349	2	213	772779.4292	349	213	220	30.33625659	213	-1947	-5935837.5	1024538.438
214	216	63.59928786	214	26.61911759	83.62668316	556.5188511	342	2	214	772775.291	342	214	221	19.36699189	214	-1947	-5935829	1024544.813
215	217	6.649684487	215	2.116751885	6.649735991	3.518835319	318	2	215	772737.3141	318	215	222	23.70952468	215	-1947	-5935797	1024527.063
216	218	23.97563989	216	7.631790581	23.97569265	45.74382339	325	2	216	772750.4334	325	216	223	16.08375529	216	-1947	-5935803.5	1024541.5
217	219	40.85757092	217	17.88605086	56.19052621	251.2559379	286	2	217	772656.8696	286	217	224	57.88130369	217	-1947	-5935725.5	1024510.75
218	220	63.8804609	218	31.23800381	98.13738547	766.4063653	308	2	218	772714.2079	308	218	225	33.37522027	218	-1928	-5935784.5	1024500.063
219	221	30.07735061	219	11.22463639	35.2631209	98.95360672	253	2	219	772591.4211	253	219	226	35.86381393	219	-1928	-5935659	1024493.625
220	222	35.93161977	220	14.55402981	45.72273948	166.3621876	242	2	220	772575.7525	242	220	227	35.93445748	220	-1947	-5935624	1024542.625
221	223	26.63199131	221	8.477305985	26.63206773	56.44167704	276	2	221	772640.5994	276	221	228	35.94539897	221	-1947	-5935690.5	1024553.188
222	224	28.89319024	222	10.97734093	34.4865192	94.64307896	283	2	222	772646.6465	283	222	229	23.97620732	222	-1947	-5935686.5	1024570.375
223	225	67.34588403	223	29.1996697	91.73324885	669.6435433	269	2	223	772626.9565	269	223	230	40.81683319	223	-1947	-5935680.5	1024532
224	226	24.29821303	224	10.51968412	33.04829808	86.91371914	154	2	224	772453.5167	154	224	231	83.12126515	224	-1975	-5935504.5	1024547.875
225	227	51.29882172	225	16.32901376	51.2989256	209.4144641	179	2	225	772492.0242	179	225	232	68.27204734	225	-1975	-5935541	1024556.625
226	228	64.4773718	226	24.23650328	76.14121035	461.3491112	137	2	226	772430.2791	137	226	233	55.88340261	226	-1955	-5935496.5	1024493.125
227	229	42.74966577	227	16.42360624	51.59657526	211.8516683	195	2	227	772510.5181	195	227	234	13.4871934	227	-1975	-5935566.5	1024508.5
228	230	24.75120764	228	10.21115182	32.07911675	81.89076726	200	2	228	772521.6858	200	228	235	21.86561233	228	-1947	-5935579.5	1024509.5
229	231	39.41042428	229	12.5448173	39.41044453	123.5983869	374	2	229	772807.8947	374	229	236	81.95531083	229	-1928	-5935904.5	1024458.188
230	232	31.78413539	230	12.64413512	39.72292583	125.5661547	442	2	230	772887.9734	442	230	237	74.9274721	230	-1947	-5935903	1024683.875
231	233	86.88899956	231	35.17919155	110.5184021	971.98448	463	2	231	772923.7505	463	231	238	30.3858551	231	-1947	-5935928	1024694.313
232	234	40.00873267	232	12.73526161	40.00877694	127.3798363	380	2	232	772818.3588	380	232	239	112.2822329	232	-1947	-5935848.5	1024631.125
233	235	42.05626248	233	13.38700923	42.05632853	140.7514408	408	2	233	772849.8069	408	233	240	35.21797312	233	-1947	-5935853.5	1024682.375
234	236	55.91091354	234	22.51321071	70.72761789	398.07802	407	2	234	772847.6379	407	234	241	18.54298851	234	-1947	-5935861	1024657.25
235	237	60.62451436	235	26.88713752	84.46863	567.7812371	419	2	235	772860.5153	419	235	242	35.27132024	235	-1947	-5935829	1024784.563
236	238	112.8054913	236	50.79218419	159.5684024	2026.207552	410	2	236	772851.988	410	236	243	27.11177021	236	-1947	-5935827	1024758.125
237	239	35.34077249	237	14.12788672	44.38410685	156.7635558	480	2	237	772935.4006	480	237	244	33.57141824	237	-1947	-5935919	1024751.5
238	240	28.37545549	238	12.24551547	38.470687	117.7741612	465	2	238	772924.5419	465	238	245	32.46019784	238	-1947	-5935904.5	1024758.813
239	241	30.73942796	239	13.16567404	41.3612664	136.1375062	486	2	239	772944.9833	486	239	246	25.1090343	239	-1947	-5935913	1024789.563
240	242	18.26120036	240	7.851787073	24.66684304	48.41916288	512	2	240	772965.7273	512	240	247	24.32306437	240	-1947	-5935942.5	1024768.375
241	243	22.56738375	241	8.948232964	28.11191354	62.88845898	491	2	241	772950.413	491	241	248	22.33596249	241	-1947	-5935933.5	1024752.188
242	244	38.2738723	242	16.57123155	52.06027434	215.6766061	355	2	242	772785.3804	355	242	249	129.3921797	242	-1947	-5935816.5	1024654.313
243	245	30.44090822	243	11.97118126	37.60831981	112.5532393	272	2	243	772628.8177	272	243	250	28.6015779	243	-1947	-5935635.5	1024657.25
244	246	15.11088615	244	6.181811961	19.42069747	30.0137169	284	2	244	772650.7462	284	244	251	39.69932965	244	-1947	-5935663	1024649.313
245	247	9.82613921	245	3.153228092	9.906069957	7.808954948	324	2	245	772749.5942	324	245	252	43.54898406	245	-1947	-5935757	1024674.438
246	248	28.18039168	246	12.36254294	38.83793918	120.0335058	322	2	246	772747.9481	322	246	253	46.19280102	246	-1947	-5935762	1024658.063
247	249	48.44333249	247	19.4273624	61.03297712	296.4280149	246	2	247	772582.0637	246	247	254	43.28990785	247	-1947	-5935580	1024679.188
248	250	24.52272538	248	7.805892621	24.52286482	47.85557562	337	2	248	772771.2679	337	248	255	28.29312814	248	-1947	-5935738.5	1024774.438
249	251	14.7267577	249	5.845804913	18.36512234	26.83970804	234	2	249	772570.3464	234	249	256	37.02654756	249	-1947	-5935608	1024569.938
250	252	16.17960243	250	5.150221296	16.18014465	20.83314975	205	2	250	772527.3504	205	250	257	29.59886416	250	-1975	-5935563.5	1024570.75
251	253	10.72218588	251	3.413069091	10.7221895	9.148651678	172	2	251	772481.7559	172	251	258	50.12161897	251	-1975	-5935506.5	1024605.125
252	254	11.36276824	252	3.616974199	11.36336705	10.27552939	177	2	252	772491.5374	177	252	259	45.70715493	252	-1975	-5935532	1024569.938
253	255	17.04069584	253	6.110507822	19.19701607	29.32632161	191	2	253	772505.3725	191	253	260	30.70216913	253	-1975	-5935532.5	1024593.75
254	256	35.69958795	254	14.03862471	44.10387679	154.7902738	206	2	254	772528.3677	206	254	261	31.60470645	254	-1975	-5935562.5	1024580
255	257	33.34537929	255	14.37052369	45.14625723	162.1935724	207	2	255	772528.4087	207	255	262	23.23208243	255	-1975	-5935557	1024588.688
256	1	29.73843916	256	9.466107378	29.73841054	70.37617212	127	2	256	772414.897	127	256	263	40.22662035	256	-1975	-5935432.5	1024613.063
257	2	10.38697643	257	3.306353872	10.38704779	8.585674024	135	2	257	772427.4756	135	257	264	29.4886251	257	-1975	-5935437	1024632.375
258	3	11.44043519	258	3.64167092	11.4404238	10.41536182	114	2	258	772393.1304	114	258	265	31.76107231	258	-1975	-5935448	1024505.625
259	4	12.26154585	259	3.903051782	12.26210177	11.96520017	155	2	259	772454.2859	155	259	266	63.74533892	259	-1928	-5935586	1024326.438
260	5	23.39877221	260	9.629608221	30.25228062	72.82934037	175	2	260	772483.1533	175	260	267	55.91399011	260	-1928	-5935628	1024292.063
261	6	54.00443998	261	21.78508708	68.43991012	372.7425715	153	2	261	772452.1486	153	261	268	24.93614708	261	-1928	-5935603	1024259.625
262	7	22.0925013	262	9.110803008	28.62273651	65.19472251	151	2	262	772445.1991	151	262	271	22.85814396	262	-1928	-5935598.5	1024251
263	8	12.49436504	263	4.467823301	14.03600766	15.67751876	92	2	263	772372.9493	92	263	272	48.00071784	263	-1955	-5935536	1024234.813
264	9	11.57765877	264	3.685375169	11.57778533	10.66697117	99	2	264	772377.572	99	264	273	18.58659062	264	-1955	-5935519.5	1024272.5
265	10	13.75916076	265	4.379784356	13.75923334	15.06532857	144	2	265	772438.4029	144	265	274	15.48196487	265	-1928	-5935581.5	1024272.313
266	11	15.03598088	266	6.462058824	20.30097173	32.79621982	190	2	266	772501.4396	190	266	275	13.29935738	266	-1928	-5935675	1024198.438
267	12	12.39504165	267	5.488909099	17.24388792	23.6624941	180	2	267	772493.6768	180	267	276	8.089808842	267	-1928	-5935661.5	1024211.125
268	13	16.75868594	268	6.385203802	20.05969741	32.02129498	182	2	268	772494.9896	182	268	277	7.162029053	268	-1928	-5935663.5	1024208.188
269	15	18.08891988	269	5.757979326	18.0889356	26.03851193	183	2	269	772496.5869	183	269	278	12.26129537	269	-1928	-5935667.5	1024204.75
270	16	11.61314333	270	3.696684625	11.61321141	10.73234933	230	2	270	772565.7861	230	270	279	19.9250312	270	-1928	-5935736	1024218.313
271	17	18.72551758	271	5.960595431	18.72546301	27.90328057	240	2	271	772575.3412	240	271	280	14.90464134	271	-1928	-5935747	1024214.063
272	18	9.261762007	272	2.948193901	9.261745364	6.826149715	251	2	272	772588.167	251	272	281	17.34050996	272	-1928	-5935753.5	1024230.375
273	19	34.48070472	273	15.3759993	48.30481448	185.6824993	226	2	273	772554.6442	226	273	282	29.28919026	273	-1928	-5935703.5	1024276.313
274	20	13.70892152	274	4.363777204	13.70951738	14.95665475	244	2	274	772581.1054	244	274	283	43.05799428	274	-1928	-5935737.5	1024269.938
275	21	50.47855571	275	16.06792239	50.47913042	202.7747459	267	2	275	772618.6169	267	275	284	18.87050484	275	-1928	-5935740	1024352.75
276	22	43.09075556	276	18.97503749	59.61203476	282.7860802	273	2	276	772632.3059	273	276	285	29.41119401	276	-1928	-5935749.5	1024367.563
277	23	22.36576119	277	7.119328823	22.36588097	39.807248	304	2	277	772707.4772	304	277	286	35.96365528	277	-1928	-5935807.5	1024422.563
278	24	20.29225678	278	6.459319289	20.292362	32.7684077	136	2	278	772428.3587	136	278	287	24.52307656	278	-1955	-5935518	1024418.25
279	25	30.69219773	279	10.68866151	33.5795414	89.73041104	124	2	279	772411.6669	124	279	288	21.48585729	279	-1955	-5935508.5	1024395.813
280	26	12.10248547	280	3.852419044	12.1024594	11.65567433	128	2	280	772416.0016	128	280	289	42.24561779	280	-1955	-5935488.5	1024469.875
281	27	32.27847506	281	10.27464978	32.27845148	82.91164268	266	2	281	772610.0343	266	281	290	49.52619672	281	-1975	-5935567.5	1024800.813
282	28	18.58658317	282	5.916375929	18.58654922	27.49081836	161	2	282	772463.442	161	282	291	34.99996208	282	-1975	-5935405	1024815
283	29	28.40745784	283	9.042444938	28.40753741	64.21807908	225	2	283	772553.2939	225	283	292	41.97581403	283	-1975	-5935543	1024698.375
284	30	21.28958129	284	6.776780864	21.29013	36.07005152	210	2	284	772531.9486	210	284	293	34.76130906	284	-1975	-5935534.5	1024664.313
285	31	62.5791662	285	19.91966996	62.57920356	311.6378498	219	2	285	772542.5523	219	285	294	23.4402351	285	-1975	-5935528.5	1024702
286	32	26.80606499	286	8.532704291	26.80623293	57.18231188	158	2	286	772458.2566	158	286	295	26.81772457	286	-1975	-5935465	1024638.188
287	33	51.47257179	287	19.05592535	59.86587545	285.199534	116	2	287	772397.0119	116	287	296	48.87535188	287	-1975	-5935443	1024541.25
288	34	37.62184862	288	16.39045818	51.49227439	210.9960309	107	2	288	772385.9257	107	288	297	23.56642435	288	-1975	-5935422.5	1024552.438
289	35	66.59488165	289	27.92188063	87.71892175	612.3175473	106	2	289	772385.7428	106	289	298	20.25738844	289	-1975	-5935419	1024560.5
290	36	29.97013731	290	9.539869515	29.97017208	71.47737739	122	2	290	772405.4022	122	290	299	22.60911289	290	-1975	-5935437.5	1024566.188
291	37	30.8471873	291	10.75142385	33.77651925	90.78621727	118	2	291	772397.3235	118	291	300	37.10766615	291	-1975	-5935429.5	1024560.063
292	38	26.28559568	292	8.367037639	26.28558749	54.98263029	133	2	292	772426.6573	133	292	301	19.77100468	292	-1975	-5935446.5	1024599
293	39	25.96826828	293	8.266055757	25.96885803	53.66558157	115	2	293	772394.0202	115	293	302	16.6642249	293	-1975	-5935420	1024578.688
294	40	20.22427342	294	6.437671427	20.22431686	32.54901555	148	2	294	772443.1462	148	294	303	7.434439104	294	-1975	-5935489	1024526.313
295	41	48.66683857	295	15.49124819	48.66688566	188.4765166	176	2	295	772485.5188	176	295	304	26.321929	295	-1975	-5935527.5	1024546.125
296	42	15.29091419	296	6.115694095	19.21272403	29.37433378	217	2	296	772542.3248	217	296	305	18.77806873	296	-1975	-5935562	1024610.938
297	43	17.35806914	297	6.283612974	19.7405116	31.01036968	231	2	297	772567.5397	231	297	306	15.68318417	297	-1947	-5935587	1024612
298	44	11.97306912	298	4.069331573	12.78439715	13.00620644	236	2	298	772573.1643	236	298	307	12.98409065	298	-1947	-5935591	1024615.75
299	45	29.96980813	299	9.539769449	29.96985144	71.47584793	201	2	299	772521.8914	201	299	308	12.1026031	299	-1947	-5935570.5	1024528.938
300	46	23.80227977	300	7.576583554	23.80232106	45.08465534	208	2	300	772530.5139	208	300	309	11.15219985	300	-1947	-5935580.5	1024526.313
301	47	39.54408815	301	15.73998565	49.44866837	194.58051	222	2	301	772545.9765	222	301	310	15.68309447	301	-1947	-5935581	1024569.125
302	48	49.34371505	302	15.7066771	49.34428582	193.7598864	228	2	302	772560.8192	228	302	311	10.51404091	302	-1947	-5935593	1024576.063
303	49	21.67551895	303	6.89961781	21.67549779	37.38766098	223	2	303	772546.4855	223	303	312	21.8660215	303	-1947	-5935603.5	1024514.125
304	50	52.19846248	304	24.30363661	76.35232537	463.9110025	147	2	304	772439.4399	147	304	313	12.96668184	304	-1955	-5935518	1024442.75
305	51	55.41037358	305	23.67821731	74.38725917	440.3391	108	2	305	772387.0788	108	305	314	13.57108762	305	-1955	-5935464.5	1024442.25
306	54	32.27840571	306	10.27464662	32.27906638	82.91480159	102	2	306	772383.3041	102	306	315	14.0229442	306	-1955	-5935445.5	1024479.625
307	55	68.16449648	307	21.69750656	68.16502076	369.7543386	126	2	307	772412.096	126	307	316	15.19265123	307	-1955	-5935477.5	1024475.5
308	56	54.18867525	308	17.24889499	54.18870336	233.6725266	96	2	308	772375.3483	96	308	317	10.74313975	308	-1955	-5935436.5	1024481.375
309	57	83.22335778	309	36.27163028	113.9505921	1033.292574	91	2	309	772370.1529	91	309	318	8.522433679	309	-1955	-5935433.5	1024474.563
310	58	47.97549886	310	15.27116177	47.97606075	183.1636577	95	2	310	772375.3256	95	310	319	7.596428779	310	-1955	-5935433	1024488.688
311	60	51.64926098	311	19.61924593	61.63584875	302.3130518	93	2	311	772374.5486	93	311	320	12.44584307	311	-1955	-5935434.5	1024484.563
312	61	60.85025061	312	25.8139174	81.09707276	523.3599591	83	2	312	772341.3231	83	312	321	16.17213127	312	-1955	-5935404.5	1024475.563
313	62	33.4084371	313	11.74121473	36.88606766	108.2716744	80	2	313	772335.8037	80	313	322	14.73920126	313	-1955	-5935400	1024470.063
314	63	99.90443019	314	38.9577382	122.3895383	1192.006789	77	2	314	772331.3771	77	314	323	18.76120059	314	-1955	-5935409.5	1024433.875
315	64	81.88172719	315	31.38327716	98.59323056	773.5427683	59	2	315	772260.0025	59	315	324	19.05359744	315	-1955	-5935368.5	1024348.063
316	65	20.78019939	316	6.614631838	20.78069292	34.36451236	61	2	316	772270.9093	61	316	325	19.3379413	316	-1955	-5935405.5	1024282.438
317	66	18.58667333	317	5.916400003	18.58664127	27.49109066	181	2	317	772494.5486	181	317	326	25.06393869	317	-1931	-5935766.5	1023944.375
318	67	60.05479868	318	19.116104	60.05531349	287.0073459	285	2	318	772655.7153	285	318	327	29.0254331	318	-1928	-5935886.5	1024067.938
319	68	39.51579727	319	12.57835016	39.51575258	124.2598002	280	2	319	772644.6231	280	319	328	17.11550057	319	-1928	-5935873.5	1024068.688
320	69	78.76814748	320	25.07279186	78.76821013	493.7329255	274	2	320	772635.1469	274	320	329	18.49032125	320	-1928	-5935862	1024073.188
321	70	40.24332864	321	12.80991461	40.24380189	128.8807756	397	2	321	772836.5312	397	321	330	454.3423578	321	-1928	-5935969.5	1024464.625
322	71	43.50969899	322	13.84965667	43.5097726	150.6481362	466	2	322	772926.609	466	322	331	36.88058361	322	-1947	-5935990.5	1024539.938
323	72	69.60420974	323	22.15579779	69.60436573	385.5343661	459	2	323	772920.9054	459	323	332	19.041953	323	-1947	-5935987	1024526.375
324	73	47.31339133	324	15.06040953	47.31395616	178.1429592	447	2	324	772902.1067	447	324	333	16.82289883	324	-1947	-5935965.5	1024529.75
325	74	45.22291078	325	14.39498571	45.22291209	162.7448243	452	2	325	772912.5427	452	325	334	24.73865379	325	-1947	-5935971	1024547.313
326	75	55.03364699	326	22.32103122	70.12348962	391.3066029	538	2	326	772987.8923	538	326	335	75.69401893	326	-1927	-5936051	1024581.188
327	76	97.79378091	327	42.26190766	132.7696746	1402.774677	548	2	327	773003.2008	548	327	336	65.12472955	327	-1927	-5936034	1024643.875
328	77	35.96358051	328	11.44765603	35.96362414	102.9240901	478	2	328	772935.0319	478	328	337	8.08941941	328	-1947	-5935971	1024601.313
329	78	44.39827306	329	14.13249146	44.39829941	156.8638274	508	2	329	772962.3891	508	329	338	18.27924189	329	-1890	-5936113.5	1024307.625
330	79	67.09678844	330	21.35767698	67.09683171	358.2565694	525	2	330	772974.237	525	330	339	10.69896352	330	-1890	-5936122.5	1024310.625
331	80	32.51285498	331	10.34928806	32.51337674	84.12291024	526	2	331	772974.6836	526	331	340	8.643972696	331	-1890	-5936125.5	1024302.563
332	81	20.01829147	332	6.372090175	20.01822839	31.88903783	647	2	332	773213.8305	647	332	341	10.1287408	332	-1890	-5936395	1024247.313
333	82	21.67543189	333	6.899597198	21.67541851	37.38738751	648	2	333	773220.5338	648	333	342	10.06257584	333	-1890	-5936396	1024262.563
334	83	16.37271762	334	5.211694329	16.37272428	21.33202246	645	2	334	773213.2795	645	334	343	8.463640833	334	-1890	-5936392.5	1024251.75
335	84	59.59297717	335	18.96912539	59.59305935	282.6060787	660	2	335	773256.3297	660	335	344	11.0441122	335	-1890	-5936427.5	1024278
336	85	63.30363697	336	20.15026439	63.30372029	318.8956561	639	2	336	773196.3941	639	336	345	9.428556515	336	-1890	-5936379	1024241.938
337	86	50.56103117	337	16.09411961	50.5611155	203.4339492	640	2	337	773196.983	640	337	346	6.952934523	337	-1890	-5936374	1024255.25
338	87	26.65047928	338	8.483198599	26.65055686	56.52007271	631	2	338	773178.1003	631	338	347	5.575023077	338	-1890	-5936353.5	1024257.063
339	88	35.2091825	339	14.31756643	44.98006698	161.0016518	655	2	339	773233.8475	655	339	348	9.970600045	339	-1890	-5936426.5	1024219.25
340	89	35.07226271	340	14.4802279	45.49088994	164.6792961	585	2	340	773064.7518	585	340	349	12.38521625	340	-1890	-5936294	1024104.313
341	90	82.78952645	341	32.68342949	102.6782435	838.9710929	582	2	341	773062.1589	582	341	350	11.99527981	341	-1890	-5936285	1024122.375
342	91	15.68353347	342	4.992274233	15.68345885	19.57374082	583	2	342	773064.0895	583	342	351	14.39620878	342	-1890	-5936292	1024111.75
343	92	20.59066927	343	7.883744023	24.76768816	48.81587499	657	2	343	773248.6218	657	343	352	15.65708929	343	-1890	-5936455	1024184.75
344	93	22.77749652	344	10.0542	31.58620086	79.39349515	656	2	344	773244.3209	656	344	353	16.66384119	344	-1890	-5936447	1024196.375
345	94	22.73329091	345	8.110239385	25.47894474	51.65983441	571	2	345	773048.1484	571	345	354	92.32354047	345	-1908	-5936325.5	1024013.063
346	95	17.89245635	346	5.695425541	17.8929998	25.47747886	602	2	346	773088.7124	602	346	355	83.36608352	346	-1908	-5936381.5	1023969.5
347	97	15.56654084	347	4.955075926	15.56659111	19.28311412	366	2	347	772799.6969	366	347	356	62.22887781	347	-1908	-5936185.5	1023696.063
348	98	20.76999778	348	9.298473927	29.21209929	67.90717632	361	2	348	772794.3659	361	348	357	13.46970109	348	-1908	-5936166.5	1023703.25
349	99	39.57955586	349	17.32998236	54.44348653	235.8750443	441	2	349	772887.8846	441	349	358	15.38104891	349	-1908	-5936169.5	1023953.063
350	100	16.35139461	350	7.003911391	22.00371494	38.52850487	403	2	350	772844.034	403	350	359	23.31970008	350	-1908	-5936107	1024002.25
351	101	21.44491346	351	6.826200001	21.44502699	36.59681835	401	2	351	772840.0637	401	351	360	9.619278525	351	-1908	-5936104.5	1023990.5
352	102	32.8471715	352	10.4556441	32.84723615	85.85939058	436	2	352	772883.8535	436	352	361	31.88444277	352	-1908	-5936142	1024020.5
353	103	11.16225858	353	4.35433095	13.67943689	14.89109301	418	2	353	772860.464	418	353	362	10.38492696	353	-1908	-5936116.5	1024015.188
354	104	21.67828353	354	9.680453105	30.41218769	73.60129573	420	2	354	772862.0554	420	354	363	10.75502725	354	-1908	-5936124	1024000
355	105	17.13108687	355	6.585483443	20.68895842	34.06178393	386	2	355	772823.6091	386	355	364	12.35425592	355	-1908	-5936097	1023967.75
356	107	16.51683528	356	6.195380425	19.46310897	30.14494974	378	2	356	772816.321	378	356	365	15.13842292	356	-1908	-5936090	1023968.375
357	108	19.55699659	357	7.707064386	24.21256874	46.65217213	385	2	357	772822.5503	385	357	366	14.09524762	357	-1908	-5936104.5	1023942.313
358	109	9.53842968	358	4.003970215	12.57893699	12.59151593	390	2	358	772827.0232	390	358	367	20.44669943	358	-1908	-5936109.5	1023949.438
359	110	15.88699977	359	6.45146497	20.267985	32.68972631	373	2	359	772806.4703	373	359	368	12.70364709	359	-1908	-5936088	1023945.625
360	111	14.64572574	360	6.40542494	20.12347174	32.22522456	369	2	360	772802.6061	369	360	369	33.6598623	360	-1908	-5936086.5	1023950.375
361	112	16.404755	361	5.829098518	18.31265774	26.68657831	437	2	361	772883.9185	437	361	370	22.22760941	361	-1908	-5936163	1023960.688
362	113	20.97038604	362	6.675186923	20.97085488	34.99632216	421	2	362	772862.8096	421	362	371	17.22781882	362	-1890	-5936109.5	1024043.938
363	114	24.50096468	363	11.27478993	35.42051469	99.83891926	396	2	363	772835.8144	396	363	372	20.74381878	363	-1890	-5936026	1024192.5
364	115	10.18009854	364	4.274084615	13.42748116	14.34759931	428	2	364	772866.701	428	364	374	337.2062014	364	-1890	-5936080.5	1024213.375
365	116	9.221453529	365	3.367666757	10.57994159	8.907517326	1	2	365	771836.212	1	365	375	69.44438058	365	-1949	-5935232	1023579.625
366	117	7.979520429	366	2.540058542	7.97954982	5.066953481	11	2	366	772080.0405	11	366	376	49.18108549	366	-1949	-5935408	1023768.313
367	118	39.91048861	367	12.70398964	39.91063734	126.7556896	13	2	367	772082.2605	13	367	378	55.54160843	367	-1949	-5935419.5	1023752.875
368	119	24.8665986	368	8.718214382	27.38934723	59.69713649	17	2	368	772115.2796	17	368	379	57.17328676	368	-1949	-5935443	1023764.75
369	120	29.23971108	369	11.99678354	37.68874459	113.0351405	612	2	369	773111.532	612	369	380	39.93593476	369	-1927	-5936129.5	1024681.313
370	121	16.63343167	370	6.727229285	21.1341221	35.54336654	667	2	370	773324.0248	667	370	381	54.84375298	370	-1927	-5936314.5	1024774.25
371	122	24.32449148	371	10.52073088	33.05175383	86.93189664	658	2	371	773250.3061	658	371	382	71.05095985	371	-1927	-5936265	1024708.5
372	123	24.0653017	372	9.544873749	29.98618772	71.5537908	669	2	372	773490.322	669	372	383	152.9266352	372	-1896	-5936511	1024760.625
373	124	17.78331035	373	6.005876529	18.86809132	28.32996741	170	2	373	772476.6242	170	373	384	78.30822905	373	-1928	-5935715	1024045
