OBJECTID_1	OBJECTID	Shape_Leng	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_12	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12_13	OBJECTID_12_13_14	Shape_Leng_1	ORIG_FID_1	RASTERVALU	X	Y
374	125	95.2676449	374	30.32473265	95.26819938	722.2475043	139	2	374	772430.8933	139	374	385	37.2314931	374	-1931	-5935729.5	1023873.313
375	126	36.91188325	375	11.74952693	36.9124892	108.4268402	145	2	375	772438.9012	145	375	386	42.75902375	375	-1931	-5935741.5	1023871.063
376	127	37.20140669	376	15.73897319	49.44521261	194.5533142	156	2	376	772454.541	156	376	387	28.09341154	376	-1931	-5935750.5	1023877.438
377	128	32.46237174	377	15.05004022	47.28096944	177.8946475	152	2	377	772446.8796	152	377	388	20.17209912	377	-1931	-5935748	1023860.438
378	129	15.56427127	378	6.999599454	21.98989194	38.4801119	212	2	378	772535.0322	212	378	389	12.66068133	378	-1928	-5935729	1024148.688
379	130	20.5629082	379	6.545471754	20.56306857	33.64852129	199	2	379	772520.138	199	379	390	40.67881311	379	-1928	-5935717.5	1024155.563
380	131	14.10639571	380	4.490243918	14.10642075	15.83520911	185	2	380	772498.8585	185	380	391	15.26272827	380	-1928	-5935701	1024124.063
381	132	33.92796838	381	10.79970462	33.92800771	91.60239995	189	2	381	772500.3866	189	381	392	16.80078838	381	-1928	-5935699.5	1024134.125
382	133	14.74663439	382	5.50328	17.28881269	23.78594851	194	2	382	772508.8901	194	382	393	9.310124918	382	-1928	-5935702	1024145.25
383	134	15.37294287	383	6.350000001	19.94911335	31.66921745	292	2	383	772659.0105	292	383	394	72.89398988	383	-1928	-5935777.5	1024390.313
384	135	15.67906647	384	5.902378417	18.54262232	27.36102994	348	2	384	772778.6177	348	384	395	9.404055121	384	-1947	-5935817	1024580.563
385	136	29.65896205	385	11.21231096	35.22447931	98.73685734	343	2	385	772775.485	343	385	396	10.72256993	385	-1947	-5935817	1024573.125
386	137	6.464042578	386	2.359610155	7.412902023	4.372870902	331	2	386	772763.1134	331	386	397	21.88131691	386	-1947	-5935812.5	1024554.938
387	138	10.97072931	387	3.925877267	12.33326444	12.10448239	427	2	387	772866.4751	427	387	398	24.93239996	387	-1947	-5935891	1024629.438
388	139	397.4365116	388	139.6759985	438.8054047	15322.65672	423	2	388	772865.7034	423	388	399	60.00100422	388	-1947	-5935913	1024589.625
389	140	12.01089762	389	3.823258088	12.01084079	11.47986963	412	2	389	772853.8992	412	389	400	38.81578136	389	-1947	-5935906.5	1024560.25
390	141	32.61220353	390	10.38086239	32.61224502	84.63529829	379	2	390	772818.184	379	390	401	12.98367639	390	-1928	-5935978.5	1024265
391	142	28.34981461	391	11.10587492	34.89021385	96.87180652	394	2	391	772834.5535	394	391	402	13.29941972	391	-1928	-5935989.5	1024280.625
392	143	15.82949863	392	6.534930298	20.53030799	33.54139068	554	2	392	773014.0018	554	392	403	48.19065308	392	-1890	-5936158.5	1024341.125
393	144	37.5064303	393	14.87707995	46.73778807	173.8306867	559	2	393	773024.915	559	393	404	53.67782265	393	-1890	-5936173	1024336.063
394	145	18.31113418	394	5.828729876	18.31172635	26.6838638	556	2	394	773020.579	556	394	405	25.37865979	394	-1908	-5936275	1024040.125
395	146	12.77372707	395	4.066064929	12.77371573	12.98448204	558	2	395	773024.2277	558	395	406	45.49124935	395	-1908	-5936305.5	1023980.625
396	147	7.804689761	396	3.174678795	9.973300044	7.915309584	250	2	396	772586.7466	250	396	407	94.21070798	396	-1931	-5935963	1023703.813
397	148	8.621562571	397	2.938076164	9.230313379	6.779895938	48	2	397	772221.8643	48	397	408	167.4149769	397	-1949	-5935538.5	1023872.938
398	149	12.15313085	398	4.187215692	13.15447676	13.77010628	70	2	398	772311.0439	70	398	409	115.2723522	398	-1931	-5935583	1023966.5
399	150	10.97600737	399	3.902842461	12.26100781	11.96306532	43	2	399	772198.7167	43	399	410	50.59423296	399	-1955	-5935381.5	1024155.75
400	151	11.94810182	400	4.78064277	15.01869784	17.94959672	398	2	400	772836.5692	398	400	411	65.64291154	400	-1947	-5935908.5	1024521.375
401	152	24.94123008	401	10.567011	33.19752373	87.70038827	637	2	401	773187.8035	637	401	412	18.36223225	401	-1890	-5936331	1024347.375
402	153	79.20220196	402	25.21081168	79.20206407	499.1868492	638	2	402	773194.9734	638	402	413	9.396379218	402	-1890	-5936340	1024341.313
403	154	17.12100914	403	7.282145658	22.87739187	41.64886383	518	2	403	772970.2477	518	403	414	74.06048914	403	-1908	-5936361.5	1023712.75
404	155	20.26186241	404	8.306807623	26.09658186	54.19477154	544	2	404	772998.0328	544	404	415	17.00527499	404	-1890	-5936214.5	1024131.625
405	156	13.76889257	405	5.048762686	15.86095883	20.01930572	584	2	405	773064.4095	584	405	416	9.209235063	405	-1890	-5936274	1024157.625
406	157	21.00274833	406	8.283727442	26.02401107	53.89377512	578	2	406	773054.735	578	406	417	21.84880374	406	-1890	-5936263	1024163.688
407	158	12.73035492	407	4.265678226	13.40077762	14.29058926	588	2	407	773070.5634	588	407	418	11.70191501	407	-1890	-5936278.5	1024161.75
408	159	18.33805251	408	7.027698175	22.07785653	38.78858614	510	2	408	772963.3842	510	408	419	9.116208185	408	-1890	-5936192	1024096.5
409	160	53.16522938	409	21.46038137	67.41952083	361.7107857	629	2	409	773168.768	629	409	420	34.30965638	409	-1890	-5936373	1024195.188
410	161	46.04405304	410	15.54449924	48.834487	189.7769208	422	2	410	772865.6853	422	410	421	73.45369893	410	-1947	-5935908	1024614.063
411	162	54.52262339	411	23.43929006	73.63641853	431.4946853	275	2	411	772638.8453	275	411	422	12.46846223	411	-1947	-5935627	1024700.75
412	163	48.51253237	412	15.44207107	48.51255759	187.2830522	72	2	412	772316.8976	72	412	423	43.01110407	412	-1931	-5935698.5	1023639.625
413	164	14.49139627	413	5.798195841	18.21526837	26.40348688	233	2	413	772570.2576	233	413	424	59.32651697	413	-1928	-5935725	1024286.313
414	165	17.15019624	414	5.636199786	17.70633036	24.94866214	249	2	414	772586.62	249	414	425	36.43199414	414	-1928	-5935681.5	1024422.375
415	166	12.11696991	415	3.857014908	12.11712287	11.68393573	614	2	415	773117.7302	614	415	1	56.86367399	415	-1890	-5936374.5	1024059.313
416	167	10.39041666	416	3.307446535	10.39044406	8.59128948	604	2	416	773090.7267	604	416	2	61.86813134	416	-1890	-5936344.5	1024067.25
417	168	36.29125599	417	11.55195222	36.29182844	104.8112341	623	2	417	773137.9781	623	417	3	34.13580872	417	-1890	-5936339.5	1024190.813
418	169	8.921616789	418	2.839939631	8.922220777	6.334846077	618	2	418	773125.47	618	418	4	17.76983963	418	-1890	-5936347.5	1024136.188
419	170	26.910428	419	11.60413391	36.45535531	105.7578971	603	2	419	773090.3577	603	419	5	18.40460882	419	-1890	-5936307	1024145.25
420	171	55.10844427	420	17.54165588	55.10901447	241.6770576	597	2	420	773084.9772	597	420	6	19.74414866	420	-1890	-5936282.5	1024193.438
421	172	32.02020069	421	12.37538248	38.87815156	120.2821973	589	2	421	773070.9366	589	421	7	19.88282036	421	-1890	-5936254	1024230.75
422	173	23.26299558	422	10.904294	34.25655461	93.38508071	598	2	422	773085.0249	598	422	8	27.95481358	422	-1890	-5936262.5	1024251.125
423	174	28.07900969	423	12.32684874	38.72609848	119.3431858	628	2	423	773154.6059	628	423	9	45.09128864	423	-1890	-5936339.5	1024256.125
424	175	32.14707224	424	14.1557033	44.47144313	157.3811019	651	2	424	773226.5409	651	424	10	9.477412183	424	-1890	-5936433.5	1024180.938
425	176	32.20131201	425	13.82037591	43.41775295	150.0115928	619	2	425	773129.6221	619	425	11	6.49194522	425	-1890	-5936373	1024073.5
426	177	32.77995865	426	14.96002095	46.99854025	175.7757155	572	2	426	773048.1674	572	426	12	35.04643736	426	-1890	-5936275	1024116.75
427	178	24.92182549	427	11.51092939	36.16255887	104.0658997	650	2	427	773224.8795	650	427	13	13.68304299	427	-1890	-5936428	1024193.375
428	179	52.08602759	428	21.70649717	68.19266678	370.0543255	652	2	428	773230.9103	652	428	14	17.53896083	428	-1890	-5936434.5	1024195.063
429	180	83.92288331	429	31.03615869	97.50309791	756.5314118	649	2	429	773222.5665	649	429	15	17.01357172	429	-1890	-5936429.5	1024183.625
430	181	61.93869936	430	19.71578845	61.93926029	305.2967386	653	2	430	773231.0349	653	430	16	17.20646419	430	-1890	-5936398.5	1024287.563
431	182	45.00218046	431	14.32473594	45.00273905	161.1639975	462	2	431	772923.3489	462	431	17	35.82494636	431	-1908	-5936206	1023963.938
432	183	49.77204229	432	22.72019043	71.37729925	405.4248442	482	2	432	772936.1703	482	432	18	29.3967261	432	-1908	-5936222.5	1023955.063
433	184	60.87247602	433	26.91753615	84.56382025	569.0616579	536	2	433	772982.1707	536	433	19	23.89031831	433	-1908	-5936250.5	1023997.563
434	185	33.52909846	434	14.31879357	44.98352273	161.0263917	530	2	434	772978.3947	530	434	20	19.36761276	434	-1890	-5936228	1024047.938
435	186	43.2997509	435	13.7828059	43.29994323	149.1986144	610	2	435	773106.1871	610	435	21	16.95353712	435	-1890	-5936294.5	1024220.625
436	187	22.51789274	436	10.39664107	32.66188218	84.89313107	664	2	436	773275.7434	664	436	22	13.68102318	436	-1890	-5936451.5	1024267.875
437	188	25.30364411	437	8.054473603	25.30364387	50.95141729	659	2	437	773255.9355	659	437	23	9.91571894	437	-1890	-5936426	1024282
438	189	14.68954695	438	4.675909996	14.68955588	17.17146967	626	2	438	773149.2463	626	438	24	33.75186297	438	-1890	-5936301.5	1024328.375
439	190	18.08918701	439	5.758063559	18.08928816	26.03952694	595	2	439	773083.9641	595	439	25	27.76087829	439	-1890	-5936248.5	1024280.563
440	191	30.38542785	440	9.672056902	30.38535786	73.47148996	524	2	440	772973.4051	524	440	26	42.38112082	440	-1890	-5936136.5	1024285.5
441	192	19.36448143	441	6.163990312	19.36456728	29.84047482	622	2	441	773133.3498	622	441	27	11.01717817	441	-1890	-5936274	1024347.125
442	193	5.642767993	442	1.796240937	5.643254306	2.534249557	636	2	442	773184.4088	636	442	28	9.33361705	442	-1890	-5936349	1024287.313
443	194	24.73837949	443	7.874564052	24.73841323	48.70054433	621	2	443	773132.5644	621	443	29	11.63677626	443	-1890	-5936286.5	1024311.875
444	195	16.01493997	444	5.097800002	16.0150291	20.41012199	666	2	444	773297.789	666	444	30	7.885843476	444	-1890	-5936462.5	1024297.438
445	196	10.72235833	445	3.413133994	10.72292556	9.149907798	551	2	445	773006.5722	551	445	31	53.07418758	445	-1908	-5936392	1023705.563
446	197	7.162091462	446	2.279854019	7.16266155	4.082620356	557	2	446	773021.9631	557	446	32	32.80219379	446	-1908	-5936388.5	1023750.5
447	198	24.26913518	447	7.725200002	24.2691299	46.87038797	471	2	447	772929.3096	471	447	33	29.06760453	447	-1908	-5936298.5	1023731.5
448	199	145.9072216	448	46.44380679	145.9072732	1694.11941	470	2	448	772928.5404	470	448	34	26.84959226	448	-1908	-5936293.5	1023743.938
449	200	167.3429975	449	53.26703695	167.3430539	2228.463457	415	2	449	772857.5724	415	449	35	48.9486003	449	-1908	-5936225.5	1023733
450	201	97.68970047	450	31.09568109	97.68964946	759.4291068	449	2	450	772905.0536	449	450	36	26.03346913	450	-1908	-5936277	1023720
451	202	138.9177338	451	44.21899057	138.9177714	1535.69776	483	2	451	772936.2916	483	451	37	15.37551947	451	-1908	-5936307	1023722.688
452	204	34.02589374	452	14.31235037	44.96341654	160.8824766	513	2	452	772967.4206	513	452	38	33.41474804	452	-1908	-5936333	1023746.125
453	205	35.26570069	453	13.79716055	43.34518216	149.5105368	476	2	453	772933.5002	476	453	39	35.08781219	453	-1908	-5936268	1023830.563
454	206	17.60550534	454	6.579423169	20.67010887	33.99974533	310	2	454	772722.8451	310	454	40	40.14873185	454	-1938	-5936168.5	1023519.688
455	207	30.01187575	455	12.98633877	40.79797884	132.4547181	351	2	455	772780.8243	351	455	41	18.26592084	455	-1908	-5936146.5	1023724.188
456	208	20.30930947	456	8.304463943	26.08904204	54.16346018	451	2	456	772908.2736	451	456	42	28.4253878	456	-1908	-5936216.5	1023889.813
457	209	23.69316334	457	7.541855089	23.6932672	44.67247765	382	2	457	772818.8707	382	457	43	15.32703117	457	-1908	-5936153.5	1023805.938
458	210	16.70939843	458	5.843012577	18.35632588	26.81400302	413	2	458	772855.6614	413	458	44	21.67542314	458	-1890	-5936071.5	1024125.313
459	211	71.07969029	459	22.62545252	71.08025376	402.0574142	515	2	459	772969.4067	515	459	45	36.83758554	459	-1890	-5936177	1024169.75
460	212	59.52457969	460	24.71133095	77.6331527	479.6059724	326	2	460	772755.8356	326	460	46	39.49889922	460	-1928	-5935968	1024138
461	213	76.9996046	461	24.5098	76.9997045	471.8112075	76	2	461	772331.0167	76	461	47	24.23368649	461	-1931	-5935695	1023684.75
462	214	50.60364389	462	16.10769963	50.60362454	203.7761654	141	2	462	772437.6162	141	462	48	18.81752804	462	-1931	-5935818	1023649.375
463	215	20.1387492	463	7.93831746	24.93890497	49.49312733	112	2	463	772391.0069	112	463	49	22.37456454	463	-1931	-5935788	1023606.063
464	216	37.21539581	464	12.7024813	39.90576652	126.7247522	168	2	464	772476.0738	168	464	50	10.83416176	464	-1931	-5935858	1023646.688
465	217	17.98172507	465	5.723858618	17.98229219	25.7323966	67	2	465	772290.6884	67	465	51	28.9437311	465	-1946	-5935713.5	1023528.063
466	218	14.97495263	466	4.766766006	14.97493344	17.8451391	46	2	466	772217.2998	46	466	52	41.40448696	466	-1949	-5935566	1023722.188
467	219	16.11443023	467	5.1294795	16.11449393	20.66443227	45	2	467	772216.6376	45	467	53	25.57854973	467	-1946	-5935664.5	1023454.625
468	220	30.33625659	468	9.656418655	30.33678946	73.23680186	36	2	468	772181.0449	36	468	54	55.13322325	468	-1946	-5935659.5	1023391.438
469	221	19.36699189	469	6.164799179	19.36706424	29.84817088	28	2	469	772151.593	28	469	55	37.46240962	469	-1946	-5935623	1023389.75
470	222	23.70952468	470	7.547068449	23.71002913	44.73570761	32	2	470	772158.5208	32	470	56	16.62417979	470	-1946	-5935617	1023414.25
471	223	16.08375529	471	5.119683436	16.08369775	20.58552476	39	2	471	772193.1548	39	471	57	20.78032898	471	-1946	-5935645.5	1023436.75
472	224	57.88130369	472	18.42421719	57.88134395	266.6044223	44	2	472	772207.4473	44	472	58	40.35479324	472	-1949	-5935507.5	1023848.25
473	225	33.37522027	473	12.76310201	40.0964612	127.938786	9	2	473	772057.982	9	473	59	46.32862879	473	-1949	-5935406.5	1023718.313
474	226	35.86381393	474	15.00450685	47.13802697	176.8206314	21	2	474	772136.1141	21	474	60	12.79242186	474	-1949	-5935453	1023787.375
475	227	35.93445748	475	14.05704134	44.16168209	155.1962953	4	2	475	771992.492	4	475	61	33.24855076	475	-1949	-5935294.5	1023819.375
476	228	35.94539897	476	15.34053641	48.19391626	184.8308979	6	2	476	772023.904	6	476	62	44.26576865	476	-1949	-5935296	1023905.375
477	229	23.97620732	477	7.631958336	23.97681662	45.7481124	40	2	477	772194.4169	40	477	63	42.63768629	477	-1949	-5935486.5	1023876.563
478	230	40.81683319	478	17.55180945	55.14060594	241.9542218	37	2	478	772189.4015	37	478	64	22.21918134	478	-1949	-5935470	1023891.125
479	231	83.12126515	479	26.45840919	83.1214285	549.8144283	24	2	479	772139.5041	24	479	65	17.35644846	479	-1949	-5935408	1023914.375
480	232	68.27204734	480	26.00044949	81.68297979	530.949579	10	2	480	772078.3753	10	480	66	17.98179669	480	-1949	-5935366	1023859.063
481	233	55.88340261	481	17.78833941	55.88357315	248.5183546	5	2	481	772005.2507	5	481	67	10.64481321	481	-1949	-5935301	1023826
482	234	13.4871934	482	5.321252283	16.71735699	22.23951793	22	2	482	772137.4118	22	482	68	13.11975661	482	-1949	-5935445	1023809.625
483	235	21.86561233	483	6.960117128	21.86557994	38.04627452	49	2	483	772224.7764	49	483	69	17.73564295	483	-1931	-5935585	1023683.063
484	236	81.95531083	484	36.39443628	114.3366938	1040.306701	25	2	484	772147.9399	25	484	70	37.42223233	484	-1949	-5935411	1023940.625
485	237	74.9274721	485	28.85899301	90.66322239	654.1124837	12	2	485	772082.0833	12	485	71	28.31028416	485	-1949	-5935330	1023968.625
486	238	30.3858551	486	9.67221886	30.38585892	73.47391308	14	2	486	772086.4704	14	486	72	26.28549448	486	-1949	-5935339.5	1023954.625
487	239	112.2822329	487	48.38776396	152.014757	1838.914915	58	2	487	772254.9104	58	487	73	24.18859034	487	-1949	-5935489	1024019.688
488	240	35.21797312	488	15.49723092	48.68588967	188.6237424	54	2	488	772238.3539	54	488	74	22.98290409	488	-1949	-5935468	1024028.688
489	241	18.54298851	489	6.450511099	20.26515757	32.68060636	53	2	489	772233.4445	53	489	75	27.36912817	489	-1949	-5935469.5	1024014.188
490	242	35.27132024	490	15.08652704	47.39563757	178.7585715	86	2	490	772352.0487	86	490	76	72.24722601	490	-1928	-5935579.5	1024064.938
491	243	27.11177021	491	11.38874055	35.77865625	101.8680956	406	2	491	772847.2376	406	491	77	17.03128906	491	-1908	-5936101	1024022.563
492	244	33.57141824	492	10.6862085	33.57145248	89.68718624	416	2	492	772858.2323	416	492	78	13.29953773	492	-1908	-5936107	1024035.875
493	245	32.46019784	493	10.33250034	32.46026513	83.84829991	426	2	493	772866.3909	426	493	79	13.3654824	493	-1890	-5936070.5	1024154.875
494	246	25.1090343	494	7.992513029	25.10916144	50.17120756	438	2	494	772885.4298	438	494	80	17.92236298	494	-1890	-5936095	1024145.125
495	247	24.32306437	495	7.742354561	24.32303179	47.07881803	395	2	495	772835.5592	395	495	81	28.21213928	495	-1890	-5936031.5	1024178.75
496	248	22.33596249	496	9.304806494	29.23220548	68.00068721	502	2	496	772959.8381	502	496	82	56.81494257	496	-1890	-5936110.5	1024323.313
497	249	129.3921797	497	41.18690703	129.392183	1332.312849	492	2	497	772952.7259	492	497	83	42.02575561	497	-1890	-5936141	1024223.375
498	250	28.6015779	498	9.104240632	28.60168784	65.0988716	490	2	498	772948.0631	490	498	84	25.15313631	498	-1890	-5936137	1024209.625
499	251	39.69932965	499	16.07097084	50.48853554	202.8503137	575	2	499	773050.3406	575	499	85	7.434909448	499	-1890	-5936218	1024265.688
500	252	43.54898406	500	14.23381158	44.71680152	159.1225024	580	2	500	773057.6109	580	500	86	15.32695917	500	-1890	-5936219	1024286.313
501	253	46.19280102	501	16.45619725	51.69867703	212.6909422	606	2	501	773093.2085	606	501	87	45.16211262	501	-1890	-5936232	1024363.563
502	254	43.28990785	502	18.46603954	58.0129641	267.8182991	609	2	502	773097.5149	609	502	88	40.20853737	502	-1890	-5936222.5	1024398.25
503	255	28.29312814	503	11.31377651	35.54335097	100.532591	615	2	503	773123.4	615	503	89	36.45995241	503	-1890	-5936241	1024417.813
504	256	37.02654756	504	14.63733523	45.98443415	168.2719895	553	2	504	773013.2726	553	504	90	57.9946791	504	-1890	-5936129	1024422.063
505	257	29.59886416	505	9.421676782	29.59892984	69.71755603	586	2	505	773067.2231	586	505	91	21.67518856	505	-1890	-5936186.5	1024401.938
506	258	50.12161897	506	15.95428089	50.12167345	199.9131035	577	2	506	773053.1769	577	506	92	30.92292858	506	-1890	-5936162	1024431.875
507	259	45.70715493	507	19.48744465	61.22178683	298.2648927	601	2	507	773086.5773	601	507	93	8.463669513	507	-1890	-5936217.5	1024366.25
508	260	30.70216913	508	11.68750145	36.71736414	107.2835483	579	2	508	773055.823	579	508	94	24.12505135	508	-1890	-5936167	1024423.063
509	261	31.60470645	509	14.06910564	44.19938121	155.4613785	566	2	509	773041.0223	566	509	95	21.34671458	509	-1890	-5936153.5	1024416.063
510	262	23.23208243	510	7.998027119	25.12645805	50.24035287	605	2	510	773091.4738	605	510	96	22.61364508	510	-1890	-5936204	1024421.938
511	263	40.22662035	511	16.44889549	51.6757434	212.5022839	581	2	511	773060.8417	581	511	97	45.92653358	511	-1890	-5936197.5	1024366.25
512	264	29.4886251	512	13.27721444	41.71155398	138.4531611	591	2	512	773076.0542	591	512	98	27.66278109	512	-1890	-5936192	1024410.5
513	265	31.76107231	513	12.68448915	39.84953202	126.3678472	565	2	513	773040.126	565	513	99	16.13146373	513	-1890	-5936158	1024400.188
514	266	63.74533892	514	20.29086196	63.74540849	323.3612336	564	2	514	773037.0804	564	514	100	28.23286304	514	-1890	-5936136	1024455.938
515	267	55.91399011	515	17.79805435	55.91393886	248.788505	561	2	515	773027.2272	561	515	101	41.10757728	515	-1890	-5936124.5	1024461.313
516	268	24.93614708	516	7.937495608	24.93607753	49.48190543	563	2	516	773034.1139	563	516	102	12.07929009	516	-1890	-5936133	1024444.938
517	271	22.85814396	517	7.276064302	22.85870072	41.58083623	569	2	517	773045.3897	569	517	103	7.790295419	517	-1890	-5936142.5	1024451.625
518	272	48.00071784	518	19.09670516	59.99405243	286.4221053	546	2	518	772999.7809	546	518	104	15.77108281	518	-1890	-5936121.5	1024385.75
519	273	18.58659062	519	5.916388512	18.58659825	27.4909634	550	2	519	773006.066	550	519	105	10.17184816	519	-1890	-5936128	1024383.688
520	274	15.48196487	520	5.923340385	18.60859577	27.55607383	567	2	520	773043.1883	567	520	106	19.05555233	520	-1890	-5936169.5	1024381.625
521	275	13.29935738	521	4.233401627	13.29941852	14.07522812	539	2	521	772994.1052	539	521	107	13.11953271	521	-1890	-5936130	1024346.25
522	276	8.089808842	522	2.575158617	8.090393241	5.20870065	440	2	522	772887.7237	440	522	108	32.67340466	522	-1928	-5935993.5	1024423.563
523	277	7.162029053	523	2.279838913	7.162580969	4.082528497	218	2	523	772542.4457	218	523	109	142.2784916	523	-1931	-5935829	1023943.188
524	278	12.26129537	524	3.902986332	12.26187764	11.96476277	239	2	524	772574.993	239	524	110	70.63849434	524	-1931	-5935840.5	1023997.438
525	279	19.9250312	525	8.402833824	26.39848891	55.45596562	293	2	525	772659.4588	293	525	111	28.24834507	525	-1931	-5935908.5	1024021.938
526	280	14.90464134	526	6.187523739	19.43860455	30.06909142	319	2	526	772739.6138	319	526	112	41.26622754	526	-1928	-5935972.5	1024077.125
527	281	17.34050996	527	5.519766585	17.34106811	23.9299518	340	2	527	772772.6957	340	527	113	29.62527467	527	-1928	-5936012.5	1024064.25
528	282	29.28919026	528	9.323133672	29.28976525	68.26874478	323	2	528	772749.518	323	528	114	45.76370731	528	-1928	-5935990	1024060.938
529	283	43.05799428	529	17.64724453	55.44062804	244.5943488	446	2	529	772897.62	446	529	115	78.01931706	529	-1890	-5936133.5	1024099.375
530	284	18.87050484	530	7.85379311	24.67312622	48.44383285	485	2	530	772942.4279	485	530	116	11.28484838	530	-1890	-5936167.5	1024105.5
531	285	29.41119401	531	9.361946257	29.41117502	68.83588288	520	2	531	772971.608	520	531	117	8.921391969	531	-1890	-5936193	1024116.75
532	286	35.96365528	532	11.44768889	35.9637446	102.9247796	495	2	532	772953.9511	495	532	118	12.61678652	532	-1890	-5936164	1024146.563
533	287	24.52307656	533	7.806007755	24.52311328	47.85654533	359	2	533	772793.0466	359	533	119	84.45885445	533	-1928	-5936007.5	1024163.938
534	288	21.48585729	534	6.839271478	21.48590707	36.73647839	354	2	534	772784.4525	354	534	120	51.64536106	534	-1928	-5935961.5	1024234.625
535	289	42.24561779	535	13.44728331	42.24562473	142.0213412	271	2	535	772628.7332	271	535	121	48.82879784	535	-1928	-5935780	1024286.313
536	290	49.52619672	536	21.91703585	68.85428619	377.2698476	289	2	536	772657.645	289	536	122	30.58872302	536	-1928	-5935845	1024185.313
537	291	34.99996208	537	11.14092467	35.00000492	97.48243005	294	2	537	772662.8121	294	537	123	40.07471194	537	-1928	-5935846.5	1024200.125
538	292	41.97581403	538	17.50561934	54.99577852	240.6849	247	2	538	772582.7226	247	538	124	16.32709247	538	-1928	-5935754.5	1024210.938
539	293	34.76130906	539	13.78057732	43.29303172	149.1509882	238	2	539	772574.5222	238	539	125	57.82495261	539	-1928	-5935739.5	1024257.688
540	294	23.4402351	540	10.48925706	32.95279367	86.41211084	261	2	540	772604.2453	261	540	126	33.57109864	540	-1928	-5935754.5	1024275.063
541	295	26.81772457	541	10.86343958	34.1286918	92.68926084	357	2	541	772790.6513	357	541	127	27.35129141	541	-1928	-5935933.5	1024317.625
542	296	48.87535188	542	20.12980426	63.2396318	318.250285	356	2	542	772789.7778	356	542	128	16.93367028	542	-1928	-5935928	1024320.375
543	297	23.56642435	543	7.50150072	23.56641968	44.19542871	353	2	543	772783.5399	353	543	129	20.94178447	543	-1928	-5935927	1024309.813
544	298	20.25738844	544	6.448231398	20.25747537	32.65583364	320	2	544	772740.245	320	544	130	61.36615744	544	-1947	-5935792	1024559.75
545	299	22.60911289	545	7.196784126	22.60964883	40.67970266	313	2	545	772723.8677	313	545	131	37.71855347	545	-1947	-5935780	1024543.438
546	300	37.10766615	546	17.68846369	55.56974749	245.7349804	307	2	546	772714.0674	307	546	132	45.03508033	546	-1947	-5935784	1024512.375
547	301	19.77100468	547	6.293391996	19.77098505	31.10618506	260	2	547	772604.0351	260	547	133	93.89644963	547	-1947	-5935683	1024510.438
548	302	16.6642249	548	5.30446751	16.66423164	22.09839458	332	2	548	772763.1331	332	548	134	19.04186814	548	-1947	-5935818.5	1024538.188
549	303	7.434439104	549	2.366548386	7.434427004	4.398302945	329	2	549	772760.8357	329	549	135	44.60756142	549	-1947	-5935828	1024518.25
550	304	26.321929	550	11.06230922	34.75355457	96.11443051	314	2	550	772724.0143	314	550	136	27.41735554	550	-1947	-5935792	1024504.75
551	305	18.77806873	551	7.514454158	23.607498	44.34963594	315	2	551	772724.5202	315	551	137	69.1571797	551	-1947	-5935761.5	1024605.063
552	306	15.68318417	552	4.992192145	15.68315738	19.57298833	312	2	552	772723.6394	312	552	138	30.90602603	552	-1947	-5935763.5	1024582
553	307	12.98409065	553	4.133057875	12.98420244	13.41592717	268	2	553	772619.4408	268	553	139	92.6767402	553	-1947	-5935659	1024598.75
554	308	12.1026031	554	3.852469657	12.10316994	11.657043	288	2	554	772657.4957	288	554	140	46.69825093	554	-1947	-5935679	1024629.813
555	309	11.15219985	555	3.549958291	11.15278495	9.898212942	227	2	555	772559.4223	227	555	141	50.6033904	555	-1947	-5935620	1024518.688
556	310	15.68309447	556	4.992171524	15.68315146	19.57297355	258	2	556	772598.1002	258	556	142	103.5341566	556	-1947	-5935634.5	1024630.813
557	311	10.51404091	557	3.346827212	10.51459646	8.797825723	193	2	557	772508.6796	193	557	144	72.13524951	557	-1975	-5935511	1024676.125
558	312	21.8660215	558	6.960274654	21.86611319	38.04813025	270	2	558	772627.9564	270	558	145	26.80584485	558	-1947	-5935677	1024545
559	313	12.96668184	559	4.127489479	12.96678734	13.37996301	216	2	559	772538.4232	216	559	146	45.00826088	559	-1947	-5935572.5	1024584.375
560	314	13.57108762	560	5.585077279	17.54579497	24.49831624	245	2	560	772581.6846	245	560	147	24.94198734	560	-1947	-5935623	1024564.125
561	315	14.0229442	561	5.593354802	17.57187019	24.5711854	202	2	561	772523.0639	202	561	148	27.90765951	561	-1975	-5935566	1024554.313
562	316	15.19265123	562	4.836069714	15.19268078	18.36787695	75	2	562	772329.1206	75	562	150	77.90760093	562	-1955	-5935398.5	1024488.938
563	317	10.74313975	563	3.41972993	10.74367569	9.185354384	143	2	563	772437.8966	143	563	151	35.26526724	563	-1955	-5935553	1024356.875
564	318	8.522433679	564	2.712886597	8.522512555	5.779968017	89	2	564	772361.8996	89	564	152	27.33235063	564	-1955	-5935482	1024332.063
565	319	7.596428779	565	2.418103877	7.596579758	4.592258639	103	2	565	772383.7322	103	565	153	57.77542969	565	-1955	-5935559	1024202.938
566	320	12.44584307	566	3.96172242	12.44593266	12.326649	164	2	566	772469.2382	164	566	154	50.04550828	566	-1928	-5935679.5	1024116
