OBJECTID	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	ORIG_FID_1	RASTERVALU	X	Y
57	58	13.38353928	42.04576026	140.6807112	61	2	58	726869.8893	61	57	58	-2332	-5882515	1037562.688
58	59	20.61606678	64.76739916	333.8128504	67	2	59	726882.3847	67	58	59	-2332	-5882528	1037574.875
59	60	12.52897875	39.36098168	123.2883325	83	2	60	726919.6997	83	59	60	-2332	-5882565	1037567.875
60	61	6.681172098	20.9895197	35.05864586	90	2	61	726928.3907	90	60	61	-2332	-5882575.5	1037558.313
61	62	12.66066397	39.77449266	125.892377	16	2	62	726803.7062	16	61	62	-2332	-5882431	1037591.563
62	63	11.25837826	35.36899257	99.54868227	22	2	63	726815.4132	22	62	63	-2332	-5882462	1037548.25
63	64	7.193113238	22.59796141	40.6376571	38	2	64	726830.3404	38	63	64	-2332	-5882473	1037553.375
64	65	10.30334957	32.36869831	83.37591359	28	2	65	726821.2019	28	64	65	-2332	-5882471	1037541.375
65	66	10.06199998	31.61049527	79.51567259	25	2	66	726818.7294	25	65	66	-2332	-5882459	1037563.563
66	67	7.8740835	24.73686033	48.69443039	20	2	67	726808.6556	20	66	67	-2332	-5882456.5	1037541.875
67	68	9.002226461	28.28129434	63.64857715	18	2	68	726807.0426	18	67	68	-2332	-5882459	1037533.813
68	69	8.296920092	26.06523311	54.06464587	9	2	69	726783.6878	9	68	69	-2332	-5882433	1037535.188
69	70	8.834407127	27.7544056	61.2990858	23	2	70	726816.7317	23	69	70	-2332	-5882449.5	1037579.813
70	71	6.452267599	20.27013911	32.6966753	7	2	71	726780.2349	7	70	71	-2302	-5882362	1037689.625
71	72	5.031338058	15.80655184	19.88219899	35	2	72	726827.9105	35	71	72	-2332	-5882409	1037693.125
72	73	3.89158887	12.22550781	11.89389091	42	2	73	726835.0757	42	72	73	-2332	-5882413.5	1037701
73	74	16.31550579	51.25639332	209.0673542	1	2	74	726708.5616	1	73	74	-2302	-5882328.5	1037605
74	75	7.529406411	23.65410982	44.52494111	3	2	75	726772.8747	3	74	75	-2302	-5882357.5	1037683.75
75	76	6.225764584	19.55910441	30.44304333	10	2	76	726784.6098	10	75	76	-2302	-5882357	1037710.5
76	77	7.741950409	24.32221033	47.0756381	8	2	77	726783.0428	8	76	77	-2302	-5882360	1037701.5
77	78	8.483948259	26.65294543	56.53020444	4	2	78	726775.7233	4	77	78	-2302	-5882350.5	1037706
78	79	4.649601199	14.60741207	16.97996135	43	2	79	726835.7384	43	78	79	-2332	-5882448.5	1037622.438
79	80	4.412585387	13.86259174	15.29251808	60	2	80	726869.7268	60	79	80	-2332	-5882472.5	1037648.563
80	81	7.729468791	24.28294042	46.923747	17	2	81	726804.4175	17	80	81	-2332	-5882426.5	1037601.438
81	82	19.94925105	62.67215898	312.5643539	46	2	82	726841.6845	46	81	82	-2332	-5882470	1037604.688
82	83	20.18998791	63.42855185	320.1545867	58	2	83	726868.8024	58	82	83	-2332	-5882494	1037610.438
83	84	11.75201812	36.92031102	108.4727968	45	2	84	726837.8379	45	83	84	-2332	-5882457	1037614.75
84	85	16.51536084	51.88458031	214.2233233	50	2	85	726850.3853	50	84	85	-2332	-5882467.5	1037626.5
85	86	13.19416901	41.45045098	136.7252279	55	2	86	726856.36	55	85	86	-2332	-5882476.5	1037619.875
86	87	19.9469396	62.6654723	312.4976605	47	2	87	726845.6664	47	86	87	-2332	-5882456	1037644.375
87	88	15.62242087	49.07945373	191.6856388	62	2	88	726871.5663	62	87	88	-2332	-5882483.5	1037641
88	89	13.81493814	43.40113861	149.8968071	30	2	89	726824.0385	30	88	89	-2332	-5882438	1037629.188
89	90	2.684227835	8.432548623	5.658585001	44	2	90	726837.4804	44	89	90	-2332	-5882439.5	1037645
90	91	3.562107654	11.19099284	9.966148904	52	2	91	726852.3151	52	90	91	-2332	-5882481	1037586.5
91	92	3.943215928	12.38824231	12.21263898	56	2	92	726856.4997	56	91	92	-2332	-5882485.5	1037585.813
92	93	4.742912745	14.90014121	17.66732932	57	2	93	726860.3003	57	92	93	-2332	-5882486	1037593.938
93	94	14.82466462	46.57280715	172.6056339	34	2	94	726826.9223	34	93	94	-2332	-5882430.5	1037654.688
94	95	16.29102396	51.17968592	208.4420658	40	2	95	726834.1102	40	94	95	-2332	-5882431	1037673.313
95	96	4.509285235	14.16608452	15.96944391	13	2	96	726796.668	13	95	96	-2332	-5882381.5	1037682.438
96	97	5.905506707	18.55276539	27.39097185	12	2	97	726789.921	12	96	97	-2302	-5882370.5	1037692.063
97	98	7.134071627	22.41212199	39.97201957	11	2	98	726788.4274	11	97	98	-2302	-5882365.5	1037700.75
98	99	4.815809061	15.12954242	18.21552626	6	2	99	726779.3264	6	98	99	-2302	-5882367.5	1037671.875
99	100	23.14401707	72.70904985	420.694733	49	2	100	726849.0841	49	99	100	-2332	-5882454	1037667.875
100	101	17.22650811	54.11894845	233.0713196	32	2	101	726824.6514	32	100	101	-2332	-5882448	1037606.5
101	102	11.17910768	35.11997876	98.15188062	24	2	102	726818.4047	24	101	102	-2332	-5882437.5	1037611.813
102	103	34.88446446	109.5925739	955.7677892	70	2	103	726890.2191	70	102	103	-2332	-5882532.5	1037599.875
103	104	19.96632569	62.72575358	313.0991663	80	2	104	726914.3554	80	103	104	-2332	-5882551.5	1037595.313
104	105	5.75357969	18.0751597	25.998867	89	2	105	726926.7627	89	104	105	-2332	-5882559	1037590.438
105	106	9.005988585	28.29343101	63.70321732	91	2	106	726929.8094	91	105	106	-2332	-5882565	1037588.375
106	107	15.85014798	49.7944698	197.3114831	94	2	107	726935.791	94	106	107	-2332	-5882609	1037511.125
107	108	7.429395884	23.3398343	43.34965774	92	2	108	726930.7315	92	107	108	-2332	-5882602	1037503.5
108	109	10.41109088	32.70712112	85.12845948	95	2	109	726936.5356	95	108	109	-2332	-5882596	1037532.438
109	110	8.409308778	26.41890926	55.54179389	81	2	110	726916.8742	81	109	110	-2332	-5882571	1037542.813
110	111	18.69107479	58.71980539	274.384359	75	2	111	726903.7924	75	110	111	-2332	-5882575.5	1037510.938
111	112	7.42393221	23.32291648	43.28683672	82	2	112	726918.5966	82	111	112	-2332	-5882587.5	1037506.125
112	113	6.468743634	20.32233455	32.86527944	123	2	113	726998.2266	123	112	113	-2332	-5882660.5	1037529.563
113	114	8.179491722	25.69634295	52.54516687	31	2	114	726824.4827	31	113	114	-2315	-5882519.5	1037434.813
114	115	10.14137433	31.85982129	80.77497024	39	2	115	726832.3232	39	114	115	-2315	-5882528.5	1037430.313
115	116	8.272758274	25.9897677	53.75203756	53	2	116	726852.3966	53	115	116	-2315	-5882537	1037461.313
116	117	19.58803848	61.53769245	301.3509396	68	2	117	726885.5223	68	116	117	-2332	-5882561	1037499.813
117	118	6.67522236	20.97108311	34.99708391	37	2	118	726829.6523	37	117	118	-2315	-5882513.5	1037458.5
118	119	4.121544727	12.94821464	13.34166144	33	2	119	726825.9981	33	118	119	-2315	-5882512.5	1037448.875
119	120	11.5338959	36.23450135	104.4803729	27	2	120	726820.498	27	119	120	-2315	-5882515	1037441
120	121	5.434393108	17.07267112	23.19493099	105	2	121	726958.7825	105	120	121	-2332	-5882634	1037495
121	122	18.15751253	57.0432635	258.9398332	114	2	122	726974.537	114	121	122	-2332	-5882631.5	1037554.875
122	123	13.13282686	41.25768916	135.4565266	87	2	123	726925.1686	87	122	123	-2315	-5882632.5	1037420.25
123	124	11.97902031	37.63335023	112.70311	97	2	124	726940.3048	97	123	124	-2315	-5882647	1037426.563
124	125	9.103047532	28.59812515	65.08265492	117	2	125	726979.1375	117	124	125	-2315	-5882673.5	1037454.625
125	126	14.3113918	44.96044818	160.8612354	96	2	126	726937.0443	96	125	126	-2315	-5882635	1037449.875
126	127	6.82879431	21.45308421	36.62432346	100	2	127	726946.8049	100	126	127	-2315	-5882637	1037459.438
127	128	15.03319952	47.22838709	177.4991854	112	2	128	726970.6533	112	127	128	-2332	-5882653	1037489.688
128	129	6.306961361	19.81385688	31.24123398	86	2	129	726924.4479	86	128	129	-2315	-5882624.5	1037433.625
129	130	5.917259478	18.58974621	27.50027631	85	2	130	726921.5118	85	129	130	-2315	-5882623.5	1037426.938
130	131	6.939451508	21.80107666	37.82213324	79	2	131	726914.3159	79	130	131	-2315	-5882622.5	1037415.313
131	132	6.655995915	20.9106929	34.79581265	74	2	132	726903.7184	74	131	132	-2315	-5882607	1037422.688
132	133	7.805332309	24.52141309	47.84990977	76	2	133	726906.4537	76	132	133	-2315	-5882613.5	1037417
133	135	7.587875281	23.83793532	45.21967221	110	2	135	726967.4528	110	133	135	-2332	-5882627	1037533.063
134	136	7.098567125	22.30070246	39.57557399	120	2	136	726988.8862	120	134	136	-2332	-5882649.5	1037533
135	137	30.93174847	97.17500029	751.4485265	101	2	137	726951.1635	101	135	137	-2332	-5882630	1037513.688
136	138	6.2688157	19.69401603	30.86446191	72	2	138	726900.0243	72	136	138	-2332	-5882559.5	1037523.313
137	139	5.587276103	17.55302063	24.51849804	66	2	139	726882.0029	66	137	139	-2332	-5882542	1037519.688
138	140	7.414511464	23.29333873	43.177115	109	2	140	726964.5946	109	138	140	-2332	-5882620.5	1037538.125
139	141	16.841625	52.909761	222.7725805	111	2	141	726970.2279	111	139	141	-2332	-5882606	1037597.563
140	142	7.049018344	22.14540078	39.02628615	103	2	142	726955.5795	103	140	142	-2332	-5882583	1037603.75
141	143	6.451309275	20.26763531	32.68859831	108	2	143	726963.8919	108	141	143	-2332	-5882608	1037567.438
142	144	4.801798905	15.08548163	18.10958493	107	2	144	726963.135	107	142	144	-2332	-5882609.5	1037562.375
143	145	7.169421624	22.52312303	40.36894076	118	2	145	726982.8303	118	143	145	-2332	-5882625.5	1037576.438
144	146	20.40719743	64.11095275	327.0804585	104	2	146	726955.832	104	144	146	-2332	-5882599.5	1037578.563
145	147	14.32222759	44.99466788	161.1061936	14	2	147	726798.7617	14	145	147	-2315	-5882508.5	1037403.313
146	148	10.35588117	32.53416853	84.23053519	21	2	148	726813.5635	21	146	148	-2315	-5882522	1037402.188
147	149	5.380959128	16.90494906	22.74143518	26	2	149	726819.9211	26	147	149	-2315	-5882529.5	1037395.938
148	150	5.794493492	18.20417842	26.37134637	36	2	150	726828.5374	36	148	150	-2315	-5882535.5	1037403.375
149	151	4.839696594	15.20405181	18.39538228	29	2	151	726822.1178	29	149	151	-2315	-5882533	1037391.625
150	152	21.28895459	66.88149083	355.9606789	2	2	152	726764.3606	2	150	152	-2315	-5882466.5	1037428
151	153	9.289676244	29.18443173	67.77860382	84	2	153	726919.9608	84	151	153	-2315	-5882619.5	1037437.875
152	154	3.610893328	11.34421211	10.2409162	15	2	154	726801.747	15	152	154	-2315	-5882501	1037415.188
153	155	5.625401286	17.67302946	24.8549068	19	2	155	726807.6908	19	153	155	-2315	-5882500.5	1037434.25
154	156	5.544970852	17.42017826	24.14878726	5	2	156	726778.057	5	154	156	-2315	-5882477.5	1037414.375
155	157	21.083188	66.23470403	349.1092339	69	2	157	726886.623	69	155	157	-2315	-5882578.5	1037460.125
156	158	30.53710703	95.93527205	732.3973409	54	2	158	726856.151	54	156	158	-2315	-5882555.5	1037455
157	159	11.48027832	36.06665312	103.5146509	73	2	159	726901.4453	73	157	159	-2332	-5882587.5	1037465.438
158	160	8.450828246	26.54892043	56.08979695	113	2	160	726971.3312	113	158	160	-2315	-5882686	1037407.375
159	161	6.042413685	18.98286571	28.67567747	88	2	161	726925.3206	88	159	161	-2315	-5882644	1037389.563
160	162	3.919097738	12.31190161	12.06258561	93	2	162	726932.8622	93	160	162	-2315	-5882649.5	1037392.563
161	163	18.6432723	58.56972604	272.9835776	78	2	163	726911.9712	78	161	163	-2315	-5882642	1037375.375
162	164	7.882400755	24.76300737	48.79742551	71	2	164	726890.9295	71	162	164	-2315	-5882602.5	1037403.063
163	165	3.29766594	10.35991841	8.540883664	102	2	165	726954.2651	102	163	165	-2315	-5882671	1037395.25
164	166	6.402122034	20.11301452	32.1917414	119	2	166	726986.1461	119	164	166	-2315	-5882713	1037378.25
165	167	56.70896744	178.1563122	2525.76281	64	2	167	726876.3881	64	165	167	-2315	-5882648	1037308.813
166	168	12.06724375	37.91042528	114.3687696	77	2	168	726910.018	77	166	168	-2315	-5882651	1037342.688
167	169	55.304934	173.7453649	2402.24109	125	2	169	727002.1966	125	167	169	-2332	-5882706	1037476.375
168	170	33.52470388	105.3212586	882.7184751	116	2	170	726975.8411	116	168	170	-2315	-5882684.5	1037451.75
169	171	6.249278929	19.63275497	30.67274392	124	2	171	727001.3844	124	169	171	-2315	-5882700.5	1037445.875
170	172	8.327499121	26.16161283	54.46520771	150	2	172	727135.8166	150	170	172	-2353	-5882822	1037497.063
171	173	7.045262812	22.13346272	38.98422123	148	2	173	727134.5284	148	171	173	-2332	-5882816	1037504.25
172	174	10.04074218	31.543622	79.17959125	141	2	174	727102.9195	141	172	174	-2347	-5882846	1037357.688
173	175	8.22386872	25.83582966	53.117174	145	2	175	727111.6478	145	173	175	-2347	-5882836	1037400.75
174	176	21.74000839	68.29826427	371.2012836	133	2	176	727067.0882	133	174	176	-2347	-5882840	1037298.938
175	177	5.883369915	18.48296974	27.18526938	143	2	177	727106.8337	143	175	177	-2347	-5882878	1037292.188
176	178	5.615842009	17.64296998	24.7704289	149	2	178	727135.6793	149	176	178	-2347	-5882910	1037287.813
177	179	5.177944636	16.2668526	21.05703402	152	2	179	727140.2158	152	177	179	-2347	-5882914	1037289.438
178	180	6.224433951	19.55452932	30.42880308	151	2	180	727138.2047	151	178	180	-2347	-5882914	1037284
179	181	4.358475414	13.69263158	14.91983369	131	2	181	727043.0891	131	179	181	-2315	-5882791	1037335.438
180	182	9.110517632	28.62158044	65.1894562	147	2	182	727123.7923	147	180	182	-2347	-5882858.5	1037380.688
181	183	5.636557079	17.70745496	24.95183142	142	2	183	727105.1365	142	181	183	-2347	-5882834.5	1037386.875
182	184	6.141632257	19.29440695	29.62463475	135	2	184	727076.1491	135	182	184	-2315	-5882809.5	1037374.563
183	185	7.253354819	22.78722815	41.32122018	134	2	185	727075.8227	134	183	185	-2347	-5882828.5	1037329.938
184	186	5.432138618	17.06536776	23.17509053	137	2	186	727081.135	137	184	186	-2315	-5882791	1037428.875
185	187	5.441443655	17.09497643	23.25557856	132	2	187	727060.6617	132	185	187	-2315	-5882775	1037418.313
186	188	9.215928297	28.95260374	66.7060752	129	2	188	727031.7964	129	186	188	-2315	-5882758	1037390
187	189	4.838823994	15.20191564	18.39021356	139	2	189	727084.2024	139	187	189	-2315	-5882814.5	1037381.5
188	190	7.004566805	22.0053646	38.53428219	144	2	190	727110.2511	144	188	190	-2347	-5882847.5	1037369.5
189	191	7.829864922	24.59822899	48.15016907	146	2	191	727111.9733	146	189	191	-2347	-5882852	1037363.938
190	192	16.93148978	53.19187602	225.1545622	166	2	192	727232.3711	166	190	192	-2353	-5882937.5	1037478.625
191	193	7.829834854	24.59788133	48.14880799	169	2	193	727246.7209	169	191	193	-2347	-5882965	1037435.938
192	194	11.95592621	37.56092647	112.2697428	158	2	194	727186.9259	158	192	194	-2347	-5882911.5	1037418.438
193	195	7.348851061	23.0870938	42.41589848	171	2	195	727261.0622	171	193	195	-2347	-5882987	1037416
194	196	5.868019749	18.43463338	27.04326637	167	2	196	727246.0968	167	194	196	-2347	-5882979.5	1037398.75
195	197	7.531550907	23.66100561	44.55090522	160	2	197	727196.639	160	195	197	-2347	-5882926	1037400.688
196	198	12.32503385	38.72030958	119.3075089	162	2	198	727203.1669	162	196	198	-2347	-5882929.5	1037409.688
197	199	9.819316649	30.84824074	75.72703258	164	2	199	727211.999	164	197	199	-2347	-5882922.5	1037446.188
198	200	9.344508629	29.35692671	68.58218433	161	2	200	727199.2222	161	198	200	-2347	-5882919	1037424.5
199	201	5.954381967	18.7062993	27.84619714	163	2	201	727203.2128	163	199	201	-2347	-5882923.5	1037424.25
200	202	6.234563049	19.58675936	30.52919207	175	2	202	727270.4029	175	200	202	-2347	-5882999	1037410.375
201	203	6.431189453	20.20389652	32.48331972	168	2	203	727246.2166	168	201	203	-2347	-5882982.5	1037392
202	204	5.085403549	15.97625528	20.31141216	159	2	204	727195.4911	159	202	204	-2347	-5882921.5	1037406.75
203	205	5.91817003	18.59225949	27.50771272	165	2	205	727215.454	165	203	205	-2353	-5882913.5	1037473.813
204	206	28.73187857	90.26414836	648.3667185	115	2	206	726974.9434	115	204	206	-2315	-5882768	1037247.813
205	207	15.02396631	47.19928803	177.2805258	140	2	207	727100.6136	140	205	207	-2347	-5882930	1037167.688
206	208	27.72793534	87.10987198	603.844183	138	2	208	727082.7365	138	206	208	-2347	-5882882	1037246.063
207	209	33.06449069	103.8753016	858.6471482	157	2	209	727182.0309	157	207	209	-2347	-5882999.5	1037223.438
208	210	18.21200331	57.21493159	260.5007044	173	2	210	727265.7342	173	208	210	-2347	-5883053.5	1037286.75
209	211	15.72649454	49.40638216	194.2478599	172	2	211	727262.3788	172	209	211	-2347	-5883044	1037295.875
210	212	26.59599824	83.55389265	555.5504602	156	2	212	727175.2356	156	210	212	-2347	-5882960.5	1037293.5
211	213	9.371963088	29.44304407	68.98514062	154	2	213	727170.191	154	211	213	-2347	-5882957.5	1037267.438
212	214	17.50009155	54.97819381	240.5310083	153	2	214	727153.2209	153	212	214	-2347	-5882940	1037275.188
