OBJECTID	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	ORIG_FID_1	RASTERVALU	X	Y
24	30	9.84986674	30.94447761	76.20025893	124	2	30	980715.346	124	24	30	-150	-5918283.5	1186257.875
25	31	33.62526639	105.6366716	888.0134713	118	2	31	980710.8688	118	25	31	-113	-5918306.5	1186222.5
26	32	10.94305488	34.37877582	94.05263168	130	2	32	980724.6452	130	26	32	-113	-5918321	1186202.875
27	33	17.23679636	54.15108544	233.3482072	76	2	33	980664.4238	76	27	33	-150	-5918258.5	1186203.75
28	34	12.82202106	40.28130553	129.1210983	85	2	34	980682.2112	85	28	34	-150	-5918265.5	1186224.375
29	35	40.27682681	126.5336035	1274.095228	133	2	35	980736.6214	133	29	35	-113	-5918327	1186238.75
30	37	17.27434281	54.26926046	234.3677997	151	2	37	980759.2975	151	30	37	-113	-5918327	1186270.5
31	38	20.31996026	63.83725476	324.2937217	150	2	38	980758.493	150	31	38	-113	-5918346.5	1186226.25
32	39	65.39605473	205.4479861	3358.875549	122	2	39	980714.8061	122	32	39	-150	-5918293	1186293.875
33	40	16.43391728	51.62882665	212.1165946	161	2	40	980769.7517	161	33	40	-113	-5918318	1186311.75
34	41	22.61411556	71.04435679	401.6514224	173	2	41	980789.837	173	34	41	-113	-5918338.5	1186320.5
35	42	10.43373463	32.77846563	85.50024839	172	2	42	980785.0566	172	35	42	-113	-5918334	1186306.25
36	43	43.82217952	137.6714073	1508.264953	159	2	43	980769.6081	159	36	43	-113	-5918342	1186292.5
37	44	20.6405214	64.84404317	334.6033683	183	2	44	980807.8351	183	37	44	-113	-5918359.5	1186312.5
38	45	12.75645534	40.07573517	127.806556	178	2	45	980801.2341	178	38	45	-113	-5918350	1186307.5
39	46	12.92414965	40.60255162	131.1888093	147	2	46	980753.3469	147	39	46	-150	-5918292.5	1186327.625
40	47	8.542758577	26.83800707	57.31795167	154	2	47	980763.6847	154	40	47	-150	-5918302.5	1186325.625
41	48	25.84998812	81.21041217	524.8238531	194	2	48	980862.9321	194	41	48	-113	-5918398.5	1186355.75
42	49	19.66787734	61.78831902	303.8105818	198	2	49	980877.4571	198	42	49	-113	-5918405.5	1186370.75
43	50	21.04616897	66.11829044	347.8831291	201	2	50	980888.7525	201	43	50	-113	-5918422	1186368.125
44	51	23.96223624	75.27956636	450.9665746	205	2	51	980907.1915	205	44	51	-113	-5918415.5	1186417.875
45	52	42.56792469	133.7311061	1423.164196	196	2	52	980873.2813	196	45	52	-113	-5918394	1186406.875
46	53	32.99360153	103.6525006	854.9676925	199	2	53	980878.5607	199	46	53	-113	-5918382	1186426.875
47	54	44.24808212	139.0093737	1537.723704	200	2	54	980885.4522	200	47	54	-113	-5918379	1186452.125
48	55	50.67818774	159.2101627	2017.119874	191	2	55	980832.6432	191	48	55	-113	-5918349	1186408.75
49	56	73.37481194	230.5136675	4228.472368	184	2	56	980810.023	184	49	56	-113	-5918364	1186343.75
50	57	11.34545274	35.64293945	101.0967424	193	2	57	980859.136	193	50	57	-113	-5918403.5	1186324.125
51	58	31.57304093	99.1897965	782.9321632	105	2	58	980700.13	105	51	58	-150	-5918248.5	1186310.75
52	59	13.51064637	42.44488791	143.3642668	80	2	59	980671.1398	80	52	59	-150	-5918234	1186267.125
53	60	19.76480022	62.09284473	306.8126419	86	2	60	980682.6901	86	53	60	-150	-5918223	1186317.75
54	62	13.47786565	42.34207163	142.6705518	96	2	62	980694.485	96	54	62	-150	-5918253.5	1186274.625
55	63	13.02553261	40.92075003	133.2530955	91	2	63	980688.3389	91	55	63	-150	-5918236	1186297.125
56	64	14.62458876	45.9445993	167.9805785	88	2	64	980683.2507	88	56	64	-150	-5918229	1186306.25
57	65	19.47200886	61.17288019	297.7885489	100	2	65	980696.675	100	57	65	-150	-5918229	1186334.5
58	66	17.62637186	55.37489482	244.0146857	116	2	66	980709.8748	116	58	66	-150	-5918245	1186336.875
59	67	8.604786438	27.0326847	58.15251391	127	2	67	980719.2392	127	59	67	-150	-5918254.5	1186326.125
60	68	4.799468187	15.07775978	18.09105008	121	2	68	980713.1601	121	60	68	-150	-5918238.5	1186342.25
61	69	8.735137311	27.44217149	59.92762742	129	2	69	980723.4752	129	61	69	-150	-5918249	1186346.875
62	70	59.11993199	185.7305847	2745.092528	106	2	70	980700.6725	106	62	70	-150	-5918235	1186372.625
63	71	17.93638275	56.34911305	252.6761815	98	2	71	980695.2008	98	63	71	-150	-5918204.5	1186386.125
64	73	78.90526912	247.8879966	4889.912988	108	2	73	980703.9997	108	64	73	-150	-5918235.5	1186418.5
65	74	31.85430399	100.0730172	796.9372449	115	2	74	980709.8716	115	65	74	-150	-5918203	1186439.625
66	75	32.69817889	102.7242401	839.7229258	195	2	75	980863.0289	195	66	75	-150	-5918294	1186596.25
67	76	25.93771138	81.48566071	528.38748	203	2	76	980901.3128	203	67	76	-113	-5918330.5	1186593.375
68	77	16.4297391	51.61542482	212.0064863	204	2	77	980902.5081	204	68	77	-113	-5918349.5	1186539.875
69	78	17.49717957	54.96892111	240.4498785	207	2	78	980917.6092	207	69	78	-113	-5918360.5	1186551.25
70	79	15.39621809	48.3687794	186.1745839	209	2	79	980924.7058	209	70	79	-113	-5918370	1186543.875
71	80	26.30735353	82.64674394	543.5526687	189	2	80	980827.0537	189	71	80	-150	-5918290	1186504.625
72	81	127.1413142	399.4264956	12695.9112	174	2	81	980791.1504	174	72	81	-150	-5918286.5	1186563.25
73	82	17.68022521	55.54430059	245.5099744	187	2	82	980824.2492	187	73	82	-150	-5918252.5	1186572.375
74	83	15.44816388	48.53156212	187.4298152	182	2	83	980807.6212	182	74	83	-150	-5918238.5	1186559.875
75	85	68.69561595	215.8138684	3706.370536	148	2	85	980754.0866	148	75	85	-150	-5918227	1186497.75
76	86	44.85892044	140.9284493	1580.47446	180	2	86	980803.3956	180	76	86	-150	-5918264.5	1186514.25
77	87	20.73747455	65.1489051	337.7570156	206	2	87	980908.4087	206	77	87	-113	-5918377	1186498.375
78	88	8.351184108	26.23606857	54.77566397	210	2	88	980936.3711	210	78	88	-113	-5918383.5	1186532.75
79	89	22.77538736	71.5511156	407.4018108	202	2	89	980899.1151	202	79	89	-113	-5918358.5	1186521.75
80	91	7.78845469	24.46798022	47.64160429	211	2	91	980940.6685	211	80	91	-113	-5918377	1186556.75
81	92	12.94405242	40.664776	131.5912173	208	2	92	980920.5363	208	81	92	-113	-5918379	1186515
82	93	47.73791552	149.9730228	1789.849134	192	2	93	980834.1943	192	82	93	-150	-5918300	1186519.25
83	94	76.34335643	239.839777	4577.544336	149	2	94	980758.2594	149	83	94	-150	-5918263	1186466.75
84	95	17.88680382	56.19335363	251.2812243	197	2	95	980876.3059	197	84	95	-113	-5918358.5	1186453.75
85	96	132.5687403	416.4766918	13802.93802	138	2	96	980742.0353	138	85	96	-150	-5918294.5	1186394.5
86	97	49.03960487	154.062201	1888.784161	190	2	97	980828.0775	190	86	97	-143	-5918255.5	1186610.375
87	98	49.43303486	155.2982307	1919.21289	164	2	98	980774.8755	164	87	98	-150	-5918220	1186566.125
88	99	22.43258281	70.47384768	395.2265423	135	2	99	980740.254	135	88	99	-150	-5918185.5	1186533.75
89	100	11.17024031	35.09221826	97.99677411	152	2	100	980762.9665	152	89	100	-150	-5918200	1186538.25
90	101	26.45693859	83.11709595	549.7571138	97	2	101	980694.5577	97	90	101	-150	-5918155	1186496.125
91	102	12.59754084	39.57638855	124.6414402	176	2	102	980795.5517	176	91	102	-150	-5918213	1186581.25
92	103	8.195252532	25.74613719	52.74900771	181	2	103	980803.991	181	92	103	-150	-5918215.5	1186593.25
93	104	22.12906979	69.52030383	384.6037009	169	2	104	980778.9988	169	93	104	-150	-5918200	1186583.875
94	106	18.15160208	57.02493321	258.7734444	160	2	106	980769.6577	160	94	106	-150	-5918195.5	1186570.625
95	107	30.14022002	94.68809752	713.4785442	144	2	107	980746.66	144	95	107	-150	-5918179	1186567.625
96	108	33.17996737	104.2381505	864.6563404	143	2	108	980746.023	143	96	108	-150	-5918171.5	1186581.375
97	109	9.49774677	29.83810992	70.84884179	163	2	109	980774.2873	163	97	109	-150	-5918187.5	1186589.5
98	110	22.33253328	70.15959103	391.7096165	155	2	110	980765.3471	155	98	110	-150	-5918181	1186599.5
99	111	13.95758452	43.84884738	153.0053088	132	2	111	980729.4792	132	99	111	-150	-5918145	1186578.25
100	112	38.56173825	121.1455005	1167.897457	142	2	112	980745.9639	142	100	112	-143	-5918166	1186601.625
101	113	25.15918378	79.0398181	497.1437687	140	2	113	980742.47	140	101	113	-143	-5918149.5	1186610.75
102	114	9.223227572	28.97574911	66.81277054	179	2	114	980801.7354	179	102	114	-143	-5918191	1186640.5
103	115	9.948541717	31.25457598	77.73513529	185	2	115	980810.7768	185	103	115	-143	-5918199.5	1186642.125
104	116	58.31772238	183.2103978	2671.101379	101	2	116	980697.0656	101	104	116	-143	-5918116	1186625
105	117	10.2980918	32.35243238	83.29213845	136	2	117	980741.4204	136	105	117	-143	-5918120	1186653.875
106	118	16.19191447	50.86815532	205.9122165	171	2	118	980782.4164	171	106	118	-143	-5918164.5	1186659.625
107	119	5.758039173	18.0892905	26.03953367	134	2	119	980739.3459	134	107	119	-150	-5918164	1186555.25
108	120	14.49957176	45.55203423	165.1222844	146	2	120	980748.243	146	108	120	-143	-5918141	1186630.5
109	121	17.39041655	54.63377069	237.5267284	153	2	121	980763.0824	153	109	121	-143	-5918152.5	1186640
110	122	8.949480316	28.11545919	62.90432377	168	2	122	980778.7708	168	110	122	-143	-5918164	1186644
111	123	10.81533982	33.97763005	91.87054711	166	2	123	980776.3279	166	111	123	-143	-5918160.5	1186651.125
112	124	20.17687273	63.38736084	319.7388997	158	2	124	980768.9339	158	112	124	-143	-5918149	1186668.125
113	125	11.0512255	34.71841922	95.92018811	156	2	125	980765.9667	156	113	125	-143	-5918146	1186654.125
114	126	8.516130058	26.75442112	56.96147849	170	2	126	980779.6428	170	114	126	-143	-5918175.5	1186622.5
115	127	23.12094895	72.63656817	419.8563927	177	2	127	980798.9739	177	115	127	-143	-5918184.5	1186666.5
116	128	27.85457847	87.5074372	609.3685918	175	2	128	980791.6967	175	116	128	-143	-5918172.5	1186677.125
117	129	42.74544827	134.2889284	1435.06163	186	2	129	980817.9469	186	117	129	-143	-5918197	1186690.5
118	130	38.80107609	121.8974601	1182.440915	137	2	130	980741.6808	137	118	130	-143	-5918120.5	1186681.25
119	131	4.865643234	15.28586776	18.59389321	145	2	131	980746.9024	145	119	131	-143	-5918122.5	1186659
120	132	14.41963975	45.30061871	163.3045944	167	2	132	980777.4887	167	120	132	-143	-5918139.5	1186703.25
121	133	14.91171053	46.84646883	174.6400539	84	2	133	980681.4884	84	121	133	-143	-5918077.5	1186620.75
122	134	55.55951279	174.5454848	2424.417296	113	2	134	980707.205	113	122	134	-143	-5918098	1186659.25
123	135	16.69952155	52.46316957	219.0277723	95	2	135	980693.5673	95	123	135	-143	-5918077.5	1186645.125
124	136	9.148455649	28.74073014	65.73334451	99	2	136	980696.5681	99	124	136	-143	-5918071	1186660.5
125	137	18.53109894	58.21742024	269.7093794	74	2	137	980659.9456	74	125	137	-150	-5918097.5	1186530.875
126	138	7.199836558	22.61883879	40.71277887	81	2	138	980674.8582	81	126	138	-150	-5918107	1186536.625
127	139	60.11878363	188.8685653	2838.634643	66	2	139	980603.8515	66	127	139	-150	-5918067.5	1186519.125
128	141	47.83050104	150.2639861	1796.800859	46	2	141	980521.9362	46	128	141	-150	-5917968	1186523.875
129	142	10.98428815	34.50788203	94.76036945	64	2	142	980600.5765	64	129	142	-150	-5918024	1186547
130	143	38.73103113	121.6773392	1178.174298	45	2	143	980515.1821	45	130	143	-150	-5917949	1186548.25
131	144	11.08869077	34.83608647	96.57147299	72	2	144	980627.3644	72	131	144	-150	-5918051	1186551.875
132	145	10.75752634	33.79547225	90.88813148	69	2	145	980617.7734	69	132	145	-150	-5918044	1186542.875
133	146	9.978101223	31.34682124	78.19466991	55	2	146	980569.8147	55	133	146	-150	-5917980	1186573.75
134	147	8.545595851	26.84697587	57.35626741	57	2	147	980579.1006	57	134	147	-150	-5917985.5	1186578
135	148	10.47809462	32.91760435	86.22765547	58	2	148	980579.1694	58	135	148	-150	-5917984	1186584.5
136	149	12.13772562	38.13186039	115.7087294	56	2	149	980578.2538	56	136	149	-150	-5917992	1186568.875
137	150	7.633851825	23.98247902	45.76972281	61	2	150	980586.4973	61	137	150	-150	-5917994	1186576.125
138	151	12.38478951	38.90797359	120.4667963	62	2	151	980587.6699	62	138	151	-150	-5917994	1186584.625
139	152	13.44757751	42.24705957	142.0309887	52	2	152	980553.7593	52	139	152	-150	-5917969.5	1186562.875
140	153	7.862710084	24.70148538	48.555259	123	2	153	980714.84	123	140	153	-150	-5918126.5	1186582.875
141	154	9.157505932	28.76895738	65.86252579	78	2	154	980665.9376	78	141	154	-150	-5918089.5	1186554
142	155	12.2293455	38.41982237	117.4629331	65	2	155	980601.7136	65	142	155	-143	-5917992.5	1186618.625
143	156	5.261224004	16.52841349	21.7396463	68	2	156	980613.2844	68	143	156	-143	-5918001.5	1186618.375
144	157	16.70063274	52.46627812	219.0537287	70	2	157	980621.9542	70	144	157	-143	-5918014	1186624.625
145	158	7.196635294	22.60878569	40.67659678	71	2	158	980624.5174	71	145	158	-150	-5918023.5	1186595.75
146	159	7.472341885	23.47511695	43.85364182	67	2	159	980611.6307	67	146	159	-143	-5918005.5	1186606.375
147	160	6.442830348	20.24096731	32.60263206	73	2	160	980643.4578	73	147	160	-143	-5918032.5	1186619.375
148	161	7.239256751	22.74287502	41.16052121	51	2	161	980547.1941	51	148	161	-150	-5917942.5	1186598.75
149	162	7.863973771	24.7050963	48.56945588	107	2	162	980701.0012	107	149	162	-143	-5918064	1186682.625
150	163	5.670012221	17.81297959	25.25011012	112	2	163	980705.5403	112	150	163	-143	-5918064	1186689.625
151	164	4.415417684	13.87138821	15.31193188	117	2	164	980709.9183	117	151	164	-143	-5918068.5	1186688.625
152	165	7.45944882	23.43439559	43.70163139	119	2	165	980711.4286	119	152	165	-143	-5918074	1186684.875
153	166	11.27507803	35.42186115	99.84650986	102	2	166	980697.6199	102	153	166	-143	-5918057	1186690.25
154	167	33.23980205	104.4260608	867.776584	109	2	167	980704.0301	109	154	167	-143	-5918062.5	1186716
155	168	14.75549407	46.3555381	170.9989287	77	2	168	980664.9275	77	155	168	-143	-5918027.5	1186689.375
156	169	11.64245173	36.57599247	106.4589981	83	2	169	980677.4493	83	156	169	-143	-5918035	1186697.25
157	170	6.970033992	21.89721496	38.1564445	63	2	170	980600.3448	63	157	170	-150	-5918005.5	1186583.25
158	171	18.07260205	56.77698557	256.5280135	79	2	171	980667.995	79	158	171	-143	-5918064	1186622.25
159	172	6.410055088	20.1376067	32.27051118	54	2	172	980559.1381	54	159	172	-150	-5917954	1186599.5
160	173	9.498838503	29.84144505	70.86468083	60	2	173	980586.1404	60	160	173	-143	-5917950	1186669
161	174	5.399845216	16.96393605	22.90041692	59	2	174	980583.2876	59	161	174	-143	-5917949	1186660.5
162	175	15.46944787	48.5985534	187.9476155	50	2	175	980537.8953	50	162	175	-143	-5917902.5	1186668.25
163	176	32.6886257	102.6942656	839.2329428	82	2	176	980676.9972	82	163	176	-143	-5918032	1186722
164	177	54.64214832	171.6634855	2345.016963	33	2	177	980468.2998	33	164	177	-184	-5917839	1186689.625
165	178	9.187083178	28.86181889	66.28839904	25	2	178	980449.827	25	165	178	-184	-5917837	1186606.125
166	179	10.67573956	33.53866717	89.51209781	35	2	179	980469.7298	35	166	179	-191	-5917862.5	1186595.5
167	180	14.50525434	45.56939296	165.2481563	41	2	180	980487.989	41	167	180	-143	-5917872.5	1186616.875
168	181	6.135607291	19.27541536	29.56634408	26	2	181	980452.3809	26	168	181	-184	-5917840.5	1186601.375
169	183	29.32944082	92.14099291	675.6097552	19	2	183	980414.4562	19	169	183	-184	-5917800	1186626
170	184	19.72989315	61.98302408	305.7283119	29	2	184	980455.255	29	170	184	-184	-5917822.5	1186660.25
171	185	11.20126942	35.18993029	98.54326536	40	2	185	980483.998	40	171	185	-184	-5917845	1186665.125
172	187	6.387560417	20.06716225	32.04513167	21	2	187	980440.6818	21	172	187	-184	-5917807	1186646.75
173	188	11.89360052	37.36463291	111.0993648	23	2	188	980443.1002	23	173	188	-184	-5917808.5	1186655.125
174	189	15.05340658	47.29140833	177.9732088	27	2	189	980452.821	27	174	189	-184	-5917812	1186671.125
175	190	44.50476699	139.8160364	1555.622115	18	2	190	980413.4189	18	175	190	-184	-5917793	1186656
176	191	22.35244699	70.2220262	392.4070931	22	2	191	980442.2648	22	176	191	-184	-5917787.5	1186703
177	192	24.03826598	75.51854668	453.8343702	24	2	192	980443.3803	24	177	192	-184	-5917793	1186689.625
178	193	82.93607212	260.5516636	5402.289293	37	2	193	980479.8732	37	178	193	-184	-5917823	1186791
179	194	20.86318421	65.54362497	341.8621738	47	2	194	980522.4255	47	179	194	-184	-5917858.5	1186731.75
180	195	12.46424158	39.15742601	122.0164564	44	2	195	980512.8585	44	180	195	-184	-5917837	1186748
181	196	8.080304764	25.38510222	51.27999441	48	2	196	980524.1066	48	181	196	-184	-5917842.5	1186756.875
182	197	9.189835739	28.87092233	66.33022228	49	2	197	980526.0839	49	182	197	-184	-5917841	1186764.875
183	198	14.14714033	44.44476069	157.1923043	53	2	198	980558.4843	53	183	198	-143	-5917878	1186762.125
184	199	43.91337953	137.9580523	1514.552196	28	2	199	980454.8558	28	184	199	-184	-5917796	1186748.75
185	200	11.64939319	36.5973553	106.5833928	38	2	200	980480.8288	38	185	200	-184	-5917794.5	1186764.625
186	201	81.13745336	254.9006057	5170.492006	43	2	201	980504.4969	43	186	201	-184	-5917817.5	1186843.25
187	202	48.81584246	153.359448	1871.592125	39	2	202	980482.9845	39	187	202	-184	-5917769	1186862.75
188	203	9.632816819	30.262199	72.87710321	42	2	203	980494.5353	42	188	203	-184	-5917755.5	1186874.625
189	204	44.88881438	141.0221764	1582.577409	36	2	204	980470.8155	36	189	204	-184	-5917735.5	1186893.125
190	205	71.71903696	225.3122269	4039.798056	30	2	205	980455.3651	30	190	205	-184	-5917719.5	1186934.75
191	206	17.18783286	53.99721863	232.0240036	34	2	206	980468.5503	34	191	206	-184	-5917716.5	1186908.125
192	207	58.09183346	182.5010863	2650.458713	15	2	207	980274.6453	15	192	207	-191	-5917753.5	1186449.25
193	208	60.72490278	190.7729726	2896.168528	32	2	208	980465.4385	32	193	208	-150	-5917971	1186421.75
194	209	37.16976723	116.772203	1085.098301	20	2	209	980423.6168	20	194	209	-150	-5917927	1186385.5
195	210	51.2999295	161.16368	2066.9239	31	2	210	980459.9245	31	195	210	-150	-5917969.5	1186391.125
196	211	61.75583639	194.0114221	2995.330398	17	2	211	980326.0059	17	196	211	-191	-5917768	1186540.375
197	212	132.9618365	417.7116439	13884.91735	16	2	212	980295.2144	16	197	212	-176	-5917455	1187156.875
198	213	22.51294581	70.72667541	398.0674109	13	2	213	980260.0644	13	198	213	-217	-5917368	1187181.5
199	214	123.5423479	388.1197311	11987.30567	6	2	214	980142.6635	6	199	214	-217	-5917343	1187089
200	215	36.8430432	115.746111	1066.112294	11	2	215	980225.9194	11	200	215	-217	-5917354.5	1187145
201	216	26.69688025	83.87103065	559.7757696	4	2	216	980085.3033	4	201	216	-226	-5917317	1186909
202	217	29.98504446	94.20102115	706.1571442	3	2	217	980062.3052	3	202	217	-226	-5917291.5	1186914.5
203	218	21.18924936	66.56773472	352.6287296	1	2	218	980030.5118	1	203	218	-226	-5917243	1186938.125
204	219	76.9705061	241.8100616	4653.062341	2	2	219	980043.5525	2	204	219	-226	-5917274.5	1186962.5
205	220	37.43374569	117.6012849	1100.561382	10	2	220	980212.6474	10	205	220	-217	-5917307.5	1187209.5
206	221	14.79069524	46.4660403	171.8151539	14	2	221	980260.3261	14	206	221	-217	-5917334.5	1187242
207	222	31.65833363	99.45778821	787.1685421	12	2	222	980251.0754	12	207	222	-217	-5917327.5	1187255.375
208	223	20.32770748	63.86133511	324.5384246	9	2	223	980173.9575	9	208	223	-217	-5917271	1187192
209	229	13.91575458	43.71787834	152.0926722	7	2	229	980146.1466	7	209	229	-226	-5917424	1186803.125
210	230	9.371661588	29.4416619	68.97866392	5	2	230	980134.4719	5	210	230	-226	-5917398.5	1186823.5
211	231	24.34893524	76.49463952	465.6419944	8	2	231	980166.3563	8	211	231	-226	-5917411	1186879.25
